,pid,task,starttime,endtime,original_response_Dutch,original_response,original_response_cleaned,response,response_corrected,invalid,creative,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,SS,SS_ref,clusters_hier,jump_hier,jump_SS,jump,order_in_cluster,uniqueness
423,2708,3,1612439930394,1612439952964,"als rits is afgebroken, gebruiken als rits","if zipper is broken, use as zipper","zipper broken , zipper","zipper broken , zipper",zipper,0.0,0.0,1.0,22,4,use as a hair clip,hair clip,10,0.7218894958496090,0.7142744,13,1,1,1,1,207.3
424,2708,3,1612439952964,1612439971159,gebruiken om het uiteinde van je riem vast te maken als je geen lusje hebt,use to tie the end of your belt if you don't have a loop,tie end belt loop,tie end belt loop,,0.0,0.0,1.0,17,4,"if zipper is broken, use as zipper","zipper broken , zipper",11,0.7445574998855590,0.76234674,22,1,1,1,1,296.14285714285700
425,2708,3,1612439971159,1612439984964,in plaats van veiligheidsspeld,instead of safety pin,instead safety pin,instead safety pin,Safety pin,0.0,0.0,1.0,18,3,use to tie the end of your belt if you don't have a loop,tie end belt loop,12,0.7855245471000670,0.76866597,7,1,1,1,1,296.14285714285700
426,2708,3,1612439984964,1612440004873,sleutelhanger,keychain,keychain,keychain,,0.0,0.0,1.0,8,1,instead of safety pin,instead safety pin,13,0.8083724975585940,0.7741458,11,1,0,0,2,159.46153846153800
427,2708,3,1612440004873,1612440107605,kettingbedel,chain charm,chain charm,chain charm,,0.0,0.0,1.0,11,2,keychain,keychain,14,0.8428465127944950,0.7514378,17,1,0,0,3,109.10526315789500
428,2708,3,1612440107605,1612440124363,oorbel,earring,earring,earring,,0.0,0.0,1.0,7,1,chain charm,chain charm,15,0.8100959658622740,0.7542356,19,1,0,0,4,115.16666666666700
429,2708,3,1612440124363,1612440147298,ijzerdraad,iron wire,iron wire,iron wire,,0.0,0.0,1.0,9,2,earring,earring,16,0.8172511458396910,0.75938517,8,1,0,0,5,148.07142857142900
430,2708,3,1612440147298,1612440177755,gebruiken bij goocheltruc,use in magic trick,magic trick,magic trick,,0.0,0.0,1.0,11,2,iron wire,iron wire,17,0.7632724046707150,0.79891557,4,1,1,1,1,414.6
431,2708,3,1612440177755,1612440198804,om naamkaartje vast te maken aan broek/shirt,to attach name tag to pants/shirt,attach name tag pants/shirt,attach name tag pants/shirt,Attach name tag to pant/shirt,0.0,0.0,1.0,27,4,use in magic trick,magic trick,18,0.7322156429290770,0.76091594,22,1,1,1,1,414.6
432,2712,3,1612449776829,1612449791956,open slot,open lock,open lock,open lock,,0.0,0.0,1.0,9,2,clip papers,clip papers,1,0.7721275091171270,0.7775176,11,1,1,1,1,54.55263157894740
433,2712,3,1612449800752,1612449827150,oor,ear,ear,ear,,0.0,0.0,1.0,3,1,open lock,open lock,2,0.8028601408004760,0.7395865,19,1,1,1,1,172.75
434,2712,3,1612449827150,1612449834698,oorbel,earring,earring,earring,,0.0,0.0,1.0,7,1,ear,ear,3,0.9111790657043460,0.7542356,19,0,0,0,2,115.16666666666700
435,2712,3,1612449834698,1612449847623,ketting,chain,chain,chain,,0.0,0.0,1.0,5,1,earring,earring,4,0.7876430749893190,0.781068,17,1,1,1,1,109.10526315789500
436,2712,3,1612449847623,1612449861527,medaille,medal,medal,medal,,0.0,0.0,1.0,5,1,chain,chain,5,0.8046647906303410,0.7666153,4,1,1,1,1,296.14285714285700
437,2712,3,1612449861527,1612449884261,open deur,open door,open door,open door,,0.0,0.0,1.0,9,2,medal,medal,6,0.7449578642845150,0.76910776,11,1,1,1,1,121.94117647058800
438,2712,3,1612449884261,1612449908329,decoratie,decoration,decoration,decoration,,0.0,0.0,1.0,10,1,open door,open door,7,0.7759039402008060,0.77678084,21,1,1,1,1,103.65
439,2712,3,1612449908329,1612449930574,manier van betalen,payment method,payment method,payment method,,0.0,0.0,1.0,14,2,decoration,decoration,8,0.7384183406829830,0.75807655,4,1,1,1,1,159.46153846153800
440,2712,3,1612449930574,1612449957881,in een ander universum,in another universe,another universe,another universe,,1,0.0,1.0,16,2,payment method,payment method,9,0.741797924041748,0.7692117,4,0,1,0,2,148.07142857142900
441,2712,3,1612449957881,1612449981438,iemand vermoorden,kill someone,kill,kill,,0.0,0.0,1.0,4,1,in another universe,another universe,10,0.7596054077148440,0.7820295,4,0,1,0,3,230.33333333333300
442,2712,3,1612449981438,1612450003122,een gat porren,poke a hole,poke hole,poke hole,,0.0,0.0,1.0,9,2,kill someone,kill,11,0.7732627391815190,0.7868324,7,1,1,1,1,172.75
443,2712,3,1612450003122,1612450020127,iets ophangen,hang something,hang,hang,,0.0,0.0,1.0,4,1,poke a hole,poke hole,12,0.7761791348457340,0.807569,21,1,1,1,1,98.71428571428570
444,2712,3,1612450020127,1612450084651,reparen ,repair,repair,repair,,0.0,0.0,1.0,6,1,hang something,hang,13,0.7695569396018980,0.7704816,7,1,1,1,1,345.5
445,2712,3,1612450084651,1612450092441,repareren,to repair,repair,repair,,0.0,0.0,1.0,6,1,repair,repair,14,1.0,0.7704816,7,0,0,0,2,345.5
446,2712,3,1612450092441,1612450138911,haak,hook,hook,hook,,0.0,0.0,1.0,4,1,to repair,repair,15,0.7806026339530950,0.81719595,9,1,1,1,1,115.16666666666700
447,2712,3,1612450138911,1612450144309,knipsel,cutting,cutting,cutting,,0.0,0.0,1.0,7,1,hook,hook,16,0.7744258642196660,0.79467446,7,1,1,1,1,230.33333333333300
448,2712,3,1612450144309,1612450190926,een spel spe̩en,a game of pacifier,game pacifier,game pacifier,Pacifier,0.0,0.0,1.0,13,2,cutting,cutting,17,0.743904709815979,0.7844786,4,1,1,1,1,188.45454545454500
449,2712,3,1612450190926,1612450199115,spel spelen,play game,play game,play game,,0.0,0.0,1.0,9,2,a game of pacifier,game pacifier,18,0.8522849082946780,0.80395305,4,0,0,0,2,148.07142857142900
450,2713,3,1612453061760,1612453080092,uit elkaar halen en als nippeltje gebruiken om brood dicht te houden,take apart and use as a nipple to keep bread closed,take apart nipple keep bread closed,take apart nipple keep bread closed,Keep bread closed,0.0,0.0,1.0,35,6,as a paperclip to hold paper together,hold paper together,1,0.7720357775688170,0.76249593,12,1,1,1,1,296.14285714285700
451,2713,3,1612453080092,1612453085433,uit elkaar halen en een slot mee open maken,take it apart and open a lock,take apart open lock,take apart open lock,Open lock,0.0,0.0,1.0,20,4,take apart and use as a nipple to keep bread closed,take apart nipple keep bread closed,2,0.8252808451652530,0.7435746,11,1,0,0,2,54.55263157894740
452,2713,3,1612453085433,1612453092524,uit elkaar halen en een sieraad van maken,take it apart and make a piece of jewelry,take apart make piece jewelry,take apart make piece jewelry,jewelry,0.0,0.0,1.0,29,5,take it apart and open a lock,take apart open lock,3,0.8542465567588810,0.7529981,7,1,0,0,3,345.5
453,2713,3,1612453092524,1612453107395,uit elkaar halen en als prikkertje gebruiken om dingen op te prikken,Take it apart and use it as a skewer to stick things on,Take apart skewer stick,take apart skewer stick,skewer stick,0.0,0.0,1.0,23,4,take it apart and make a piece of jewelry,take apart make piece jewelry,4,0.8221128582954410,0.7674444,7,0,0,0,4,296.14285714285700
454,2713,3,1612453107395,1612453114530,uit elkaar halen en als bestek gebruiken om mee te eten,take it apart and use it as cutlery for eating,take apart cutlery eating,take apart cutlery eating,Cutlery,0.0,0.0,1.0,25,4,Take it apart and use it as a skewer to stick things on,take apart skewer stick,5,0.8567243218421940,0.7523098,7,0,0,0,5,230.33333333333300
455,2713,3,1612453114530,1612453134585,uit elkaar halen en gebruiken om je telefoon open te maken,take it apart and use it to open your phone,take apart open phone,take apart open phone,Open phone,0.0,0.0,1.0,21,4,take it apart and use it as cutlery for eating,take apart cutlery eating,6,0.8376529216766360,0.75864327,10,1,0,0,6,296.14285714285700
456,2713,3,1612453134585,1612453143220,uit elkaar halen en iemand mee prikken,take it apart and stab someone with it,take apart stab,take apart stab,Stab,0.0,0.0,1.0,15,3,take it apart and use it to open your phone,take apart open phone,7,0.8323641419410710,0.7828618,7,1,0,0,7,159.46153846153800
457,2713,3,1612453143220,1612453156274,uit elkaar halen en gebruiken om dingen te (be)krassen,take it apart and use it to scratch things,take apart scratch,take apart scratch,scratch,0.0,0.0,1.0,18,3,take it apart and stab someone with it,take apart stab,8,0.8642911314964290,0.7868655,1,1,0,0,8,64.78125
458,2713,3,1612453156274,1612453168183,uit elkaar halen en gebruiken om onder je nagels schoon te maken,take apart and use to clean under your nails,take apart clean nails,take apart clean nails,Clean nails,0.0,0.0,1.0,22,4,take it apart and use it to scratch things,take apart scratch,9,0.8853428363800050,0.7589477,2,1,0,0,9,138.2
459,2713,3,1612453168183,1612453179341,uit elkaar halen en een sleutelhanger van maken,take it apart and make a key ring,take apart make key ring,take apart make key ring,Key ring,0.0,0.0,1.0,24,5,take apart and use to clean under your nails,take apart clean nails,10,0.8426225185394290,0.74262446,7,1,0,0,10,345.5
460,2713,3,1612453179341,1612453188134,uit elkaar halen en gebruiken om je rits open te maken,take it apart and use it to open your zipper,take apart open zipper,take apart open zipper,Open zipper,0.0,0.0,1.0,22,4,take it apart and make a key ring,take apart make key ring,11,0.8627538681030270,0.7595743,13,1,0,0,11,148.07142857142900
461,2713,3,1612453188134,1612453205579,allemaal paperclips aan elkaar hangen zodat je een ketting hebt,hang all the paper clips together so that you have a chain,hang paper clips together chain,hang paper clips together chain,Hang as a chain,0.0,0.0,1.0,31,5,take it apart and use it to open your zipper,take apart open zipper,12,0.777245283126831,0.85759395,15,1,1,1,1,172.75
462,2713,3,1612453205579,1612453222512,uit elkaar halen en als prikpen gebruiken,take apart and use as a lancing device,take apart lancing device,take apart lancing device,lancing device,0.0,0.0,1.0,25,4,hang all the paper clips together so that you have a chain,hang paper clips together chain,13,0.7675551176071170,0.7651106,7,1,1,1,1,345.5
463,2713,3,1612453222512,1612453246804,uit elkaar halen en gebruiken om moeilijk bereikbare plekjes schoon te maken (door stof ermee weg te,take it apart and use it to clean hard-to-reach areas (by removing dust).,take apart clean hard-to-reach areas .,take apart clean hard-to-reach areas .,Clean unreachable areas ,0.0,0.0,1.0,38,6,take apart and use as a lancing device,take apart lancing device,14,0.8754335045814510,0.7698904,7,0,0,0,2,159.46153846153800
464,2713,3,1612453246804,1612453260015,gebruiken om aarde om te scheppen,use to turn soil,turn soil,turn soil,,0.0,0.0,1.0,9,2,take it apart and use it to clean hard-to-reach areas (by removing dust).,take apart clean hard-to-reach areas .,15,0.7904304265975950,0.7374187,4,1,1,1,1,188.45454545454500
465,2713,3,1612453260015,1612453278550,uit elkaar halen en gebruiken om te schilderen,take apart and use for painting,take apart painting,take apart painting,painting,0.0,0.0,1.0,19,3,use to turn soil,turn soil,16,0.7597740888595580,0.7750138,7,1,1,1,1,345.5
466,2713,3,1612453278550,1612453302385,uit elkaar halen en gebruiken om een blaar open te prikken (nadat je hem ontsmet hebt),take apart and use to pop a blister (after disinfecting it),take apart pop blister,take apart pop blister,pop blister,0.0,0.0,1.0,22,4,take apart and use for painting,take apart painting,17,0.808711588382721,0.7707654,7,0,0,0,2,345.5
467,2713,3,1612453302385,1612453321122,als geleider gebruiken,use as a conductor,conductor,conductor,,0.0,0.0,1.0,9,1,take apart and use to pop a blister (after disinfecting it),take apart pop blister,18,0.7312332391738890,0.76027215,8,1,1,1,1,345.5
468,2714,3,1612457618890,1612457629803,om in je reet te stoppen,to stick up your ass,stick ass,stick ass,,1,0.0,1.0,9,2,attach leaves,attach leaves,1,0.7814760208129880,0.8089374,7,1,1,1,1,207.3
469,2714,3,1612457629803,1612457635253,wietzakjes vastmaken,attaching weed bags,attaching weed bags,attaching weed bags,,0.0,0.0,1.0,19,3,to stick up your ass,stick ass,2,0.793944776058197,0.7727904,12,1,1,1,1,109.10526315789500
470,2714,3,1612457635253,1612457662747,om deur te openen als je geen sleutelhebt,to open the door if you don't have a key,open door key,open door key,,0.0,0.0,1.0,13,3,attaching weed bags,attaching weed bags,3,0.7380325794219970,0.7616948,11,1,1,1,1,54.55263157894740
471,2714,3,1612457662747,1612457671300,rits vast te maken,zipper to fasten,zipper fasten,zipper fasten,,0.0,0.0,1.0,13,2,to open the door if you don't have a key,open door key,4,0.7767336368560790,0.7789658,13,1,1,1,1,148.07142857142900
472,2714,3,1612457671300,1612457702533,uit elkaar haalt kan je vuilniszak vastmaken,take it apart you can attach your garbage bag,take apart attach garbage bag,take apart attach garbage bag,Attach garbage bags,0.0,0.0,1.0,29,5,zipper to fasten,zipper fasten,5,0.8131717443466190,0.7647912,12,1,0,0,2,109.10526315789500
473,2714,3,1612457702533,1612457714081,iets tussen je nagel vandaan te halen,to get something out from between your nail,get nail,get nail,Remove dirt in nails,0.0,0.0,1.0,8,2,take it apart you can attach your garbage bag,take apart attach garbage bag,6,0.739709734916687,0.79243994,2,1,1,1,1,90.1304347826087
474,2714,3,1612457714081,1612457738841,er mee te krabben als je jeuk hebt,scratch it with it when you have an itch,scratch itch,scratch itch,,0.0,0.0,1.0,12,2,to get something out from between your nail,get nail,7,0.8202909231185910,0.7729887,1,1,0,0,2,259.125
475,2714,3,1612457738841,1612457753531,om buigen in haak ,to bend into hook,bend hook,bend hook,Hook,0.0,0.0,1.0,9,2,scratch it with it when you have an itch,scratch itch,8,0.7700170278549190,0.783483,5,1,1,1,1,138.2
476,2714,3,1612457753531,1612457756798,vishaak,fishhook,fishhook,fishhook,,0.0,0.0,1.0,8,1,to bend into hook,bend hook,9,0.8553873300552370,0.81133556,9,1,0,0,2,159.46153846153800
477,2714,3,1612457756798,1612457771493,het verzamelen,collecting,collecting,collecting,,0.0,0.0,1.0,10,1,fishhook,fishhook,10,0.7599020004272460,0.7809895,4,1,1,1,1,345.5
478,2714,3,1612457771493,1612457774716,ketting maken,making a chain,making chain,making chain,chain,0.0,0.0,1.0,12,2,collecting,collecting,11,0.7907513976097110,0.7774452,17,1,1,1,1,109.10526315789500
479,2714,3,1612457774716,1612457778433,armand van maken,make armand of,make armand,make armand,,1,0.0,1.0,11,2,making a chain,making chain,12,0.7883584499359130,0.735552,4,1,1,1,1,69.1
480,2714,3,1612457778433,1612457790109,toren als je het aan elkaar vast lijmt,tower when you glue it together,tower glue together,tower glue together,Make tower,0.0,0.0,1.0,19,3,make armand of,make armand,13,0.7447801828384400,0.7816703,3,1,1,1,1,691.0
481,2714,3,1612457790109,1612457811401,elektriciteit erdoorheen geleiden,conduct electricity through it,conduct electricity,conduct electricity,,0.0,0.0,1.0,19,2,tower when you glue it together,tower glue together,14,0.7364469766616820,0.7338279,8,1,1,1,1,103.65
482,2714,3,1612457811401,1612457821845,marsmello doorheen prikken en in vuur doen,Prick the marshmello through it and put it in the fire,Prick marshmello put fire,prick marshmello put fire,prick marshmello,0.0,0.0,1.0,25,4,conduct electricity through it,conduct electricity,15,0.7341723442077640,0.7347393,4,1,1,1,1,207.3
483,2714,3,1612457821845,1612457842084,koekjes testen of ze gaar zijn,Test cookies to see if they are done,Test cookies see done,test cookies see done,Check if cookies are baked,0.0,0.0,1.0,21,4,Prick the marshmello through it and put it in the fire,prick marshmello put fire,16,0.7328906059265140,0.7653297,7,1,1,1,1,259.125
484,2714,3,1612457842084,1612457847875,taart testen ofhet gaar is,test the cake to see if it is done,test cake see done,test cake see done,Check if cake is baked,0.0,0.0,1.0,18,4,Test cookies to see if they are done,test cookies see done,17,0.9106126427650450,0.7577556,7,0,0,0,2,345.5
485,2714,3,1612457847875,1612457861971,trekker voor je rits,puller for your zipper,puller zipper,puller zipper,Zip puller,0.0,0.0,1.0,13,2,test the cake to see if it is done,test cake see done,18,0.7241307497024540,0.7681914,13,1,1,1,1,148.07142857142900
486,2717,3,1612460204579,1612460214916,opening a lock,opening a lock,opening lock,opening lock,,0.0,0.0,1.0,12,2,connecting paper,connecting paper,1,0.774032711982727,0.7630842,11,1,1,1,1,54.55263157894740
487,2717,3,1612460214916,1612460220625,using it as a hairpin,using it as a hairpin,using hairpin,using hairpin,,0.0,0.0,1.0,13,2,opening a lock,opening lock,2,0.8253352046012880,0.8000109,7,1,0,0,2,518.25
488,2717,3,1612460220625,1612460228596,popping balloons,popping balloons,popping balloons,popping balloons,,0.0,0.0,1.0,16,2,using it as a hairpin,using hairpin,3,0.7408416867256170,0.800965,4,1,1,1,1,691.0
489,2717,3,1612460228596,1612460250123,making a metal braid,making a metal braid,making metal braid,making metal braid,Metal braid,0.0,0.0,1.0,18,3,popping balloons,popping balloons,4,0.7317348718643190,0.75292575,24,1,1,1,1,259.125
490,2717,3,1612460250123,1612460273342,removing dirt from small crevasses,removing dirt from small crevasses,removing dirt small crevasses,removing dirt small crevasses,removing dirt from small crevasses,0.0,0.0,1.0,29,4,making a metal braid,making metal braid,5,0.7606881856918340,0.7581636,2,1,1,1,1,188.45454545454500
491,2717,3,1612460273342,1612460293908,scraping things onto chalkboards,scraping things onto chalkboards,scraping onto chalkboards,scraping onto chalkboards,,0.0,0.0,1.0,25,3,removing dirt from small crevasses,removing dirt small crevasses,6,0.7978318929672240,0.80539215,14,1,1,1,1,159.46153846153800
492,2717,3,1612460293908,1612460322390,using it as a fishook,using it as a fishook,using fishook,using fishook,,0.0,0.0,1.0,13,2,scraping things onto chalkboards,scraping onto chalkboards,7,0.7758235931396480,0.8021813,9,1,1,1,1,159.46153846153800
493,2717,3,1612460322390,1612460339612,using it a as a wire extension,using it as a wire extension,using wire extension,using wire extension,,0.0,0.0,1.0,20,3,using it as a fishook,using fishook,8,0.7923428416252140,0.76680076,7,1,1,1,1,148.07142857142900
494,2717,3,1612460339612,1612460383761,poking someones eye out,poking someone's eye out,poking 's eye,poking 's eye,Poke eye,0.0,0.0,1.0,13,3,using it as a wire extension,using wire extension,9,0.7499098777771000,0.77368367,1,1,1,1,1,138.2
495,2717,3,1612460383761,1612460403471,picking up food,picking up food,picking food,picking food,,0.0,0.0,1.0,12,2,poking someone's eye out,poking 's eye,10,0.8090212941169740,0.77391684,11,1,0,0,2,188.45454545454500
496,2717,3,1612460403471,1612460440809,using it as a collar for mice,using it as a collar for mice,using collar mice,using collar mice,Collar for mice,0.0,0.0,1.0,17,3,picking up food,picking food,11,0.767959475517273,0.7572189,22,1,1,1,1,109.10526315789500
497,2717,3,1612460440809,1612460467608,connecting things in general,connecting things in general,connecting general,connecting general,connect,0.0,0.0,1.0,18,2,using it as a collar for mice,using collar mice,12,0.7542449831962590,0.77009845,8,1,1,1,1,414.6
498,2717,3,1612460467608,1612460485751,fixing a metal fence chainlinked fence with a hole in it,fixing a metal fence chainlinked fence with a hole in it,fixing metal fence chainlinked fence hole,fixing metal fence chainlinked fence hole,Metal fence,0.0,0.0,1.0,41,6,connecting things in general,connecting general,13,0.7477977275848390,0.74110425,7,1,1,1,1,188.45454545454500
499,2717,3,1612460485751,1612460500066,making art ,making art,making art,making art,art,0.0,0.0,1.0,10,2,fixing a metal fence chainlinked fence with a hole in it,fixing metal fence chainlinked fence hole,14,0.7111313343048100,0.7976868,3,1,1,1,1,121.94117647058800
500,2717,3,1612460500066,1612460526366,getting your owm piercing,getting your owm piercing,getting owm piercing,getting owm piercing,Piercing,0.0,0.0,1.0,20,3,making art,making art,15,0.7548990249633790,0.7106057,19,1,1,1,1,172.75
501,2717,3,1612460526366,1612460582299,electrocuting yourself with a sockt,electrocuting yourself with a sock,electrocuting sock,electrocuting sock,,0.0,0.0,1.0,18,2,getting your owm piercing,getting owm piercing,16,0.758718729019165,0.7677642,8,1,1,1,1,103.65
502,2717,3,1612460582299,1612460605274,getting a bullet out of your leg,getting a bullet out of your leg,getting bullet leg,getting bullet leg,Remove bullet from leg,0.0,0.0,1.0,18,3,electrocuting yourself with a sock,electrocuting sock,17,0.8090553283691410,0.7647094,4,1,0,0,2,172.75
503,2717,3,1612460605274,1612460632740,a gift to your secretary,a gift to your secretary,gift secretary,gift secretary,Gift,0.0,0.0,1.0,14,2,getting a bullet out of your leg,getting bullet leg,18,0.7222943902015690,0.77377146,21,1,1,1,1,296.14285714285700
504,2718,3,1612464727494,1612464730132,oorbel maken,making earring,making earring,making earring,earring,0.0,0.0,1.0,14,2,keep papers together,keep papers together,1,0.7289441823959350,0.7492537,19,1,1,1,1,115.16666666666700
505,2718,3,1612464730132,1612464741646,als boekhouder gebruiken,use as an accountant,accountant,accountant,,0.0,0.0,1.0,10,1,making earring,making earring,2,0.7477830648422240,0.7723366,4,1,1,1,1,296.14285714285700
506,2718,3,1612464741646,1612464750717,ketting,chain,chain,chain,,0.0,0.0,1.0,5,1,use as an accountant,accountant,3,0.761516809463501,0.781068,17,1,1,1,1,109.10526315789500
507,2718,3,1612464750717,1612464752935,armband,bracelet,bracelet,bracelet,,0.0,0.0,1.0,8,1,chain,chain,4,0.8202358484268190,0.7770775,17,0,0,0,2,138.2
508,2718,3,1612464752935,1612464768497,navelpiercing,navel piercing,navel piercing,navel piercing,,0.0,0.0,1.0,14,2,bracelet,bracelet,5,0.8000047206878660,0.7084156,19,1,1,1,1,172.75
509,2718,3,1612464768497,1612464771982,lippiercing,lip piercing,lip piercing,lip piercing,,0.0,0.0,1.0,12,2,navel piercing,navel piercing,6,0.8636230826377870,0.72988075,7,1,0,0,2,259.125
510,2718,3,1612464771982,1612464778952,iemand mee steken,stab someone,stab,stab,,0.0,0.0,1.0,4,1,lip piercing,lip piercing,7,0.7523467540740970,0.7931237,7,0,1,0,3,159.46153846153800
511,2718,3,1612464778952,1612464782246,slot openmaken,open lock,open lock,open lock,,0.0,0.0,1.0,9,2,stab someone,stab,8,0.8102034330368040,0.7775176,11,1,0,0,4,54.55263157894740
512,2718,3,1612464782246,1612464800831,wonden mee hechten,suture wounds,suture wounds,suture wounds,,0.0,0.0,1.0,13,2,open lock,open lock,9,0.756253182888031,0.7690245,7,1,1,1,1,296.14285714285700
513,2718,3,1612464800831,1612464823899,boekenlegger,bookmark,bookmark,bookmark,,0.0,0.0,1.0,8,1,suture wounds,suture wounds,10,0.7484183311462400,0.8439051,14,1,1,1,1,230.33333333333300
514,2718,3,1612464823899,1612464831043,haarspeld,Bobby pin,Bobby pin,bobby pin,,0.0,0.0,1.0,9,2,bookmark,bookmark,11,0.7677401900291440,0.7985587,7,1,1,1,1,296.14285714285700
515,2718,3,1612464831043,1612464841139,verwijderen van een stukje voedsel tussen je tanden,removing a piece of food from between your teeth,removing piece food teeth,removing piece food teeth,,0.0,0.0,1.0,25,4,Bobby pin,bobby pin,12,0.755760669708252,0.7619177,7,0,1,0,2,207.3
516,2718,3,1612464841139,1612464847887,een gat prikken,poke a hole,poke hole,poke hole,,0.0,0.0,1.0,9,2,removing a piece of food from between your teeth,removing piece food teeth,13,0.7662607431411740,0.7868324,7,0,1,0,3,172.75
517,2718,3,1612464847887,1612464857731,naam carveren in het hout,carving name into the wood,carving name wood,carving name wood,Wood carving,0.0,0.0,1.0,17,3,poke a hole,poke hole,14,0.7536852359771730,0.75318307,3,1,1,1,1,345.5
518,2718,3,1612464857731,1612464872807,vuil verwijderen van een toetsenboer,removing dirt from a keypad,removing dirt keypad,removing dirt keypad,,0.0,0.0,1.0,20,3,carving name into the wood,carving name wood,15,0.7335619926452640,0.74207693,2,1,1,1,1,230.33333333333300
519,2718,3,1612464872807,1612464888659,vuil verwijderen uit je toetsenbord,remove dirt from your keyboard,remove dirt keyboard,remove dirt keyboard,,0.0,0.0,1.0,20,3,removing dirt from a keypad,removing dirt keypad,16,0.9296122789382940,0.7471026,2,0,0,0,2,230.33333333333300
520,2718,3,1612464888659,1612464910306,iemand prikken,prick someone,prick,prick,,0.0,0.0,1.0,5,1,remove dirt from your keyboard,remove dirt keyboard,17,0.756731390953064,0.75353265,1,1,1,1,1,138.2
521,2718,3,1612464910306,1612464923181,het ruilen voor een zilveren ring,exchanging it for a silver ring,exchanging silver ring,exchanging silver ring,exchange for silver ring,0.0,0.0,1.0,22,3,prick someone,prick,18,0.7352594137191770,0.72339034,4,1,1,1,1,345.5
522,2724,3,1612523796889,1612523800232,gebruiken als naald,use as a needle,needle,needle,,0.0,0.0,1.0,6,1,attach paper together,attach paper together,1,0.7576653957366940,0.7843127,7,1,1,1,1,207.3
523,2724,3,1612523800232,1612523806815,je broek omhoog houden,keep your pants up,keep pants,keep pants,keep pants up,0.0,0.0,1.0,10,2,use as a needle,needle,2,0.7412053346633910,0.7502843,22,1,1,1,1,109.10526315789500
524,2724,3,1612523806815,1612523811707,spelen,to play,play,play,,0.0,0.0,1.0,4,1,keep your pants up,keep pants,3,0.7580866813659670,0.8130905,4,1,1,1,1,148.07142857142900
525,2724,3,1612523811707,1612523826303,makeshift wapen voor in de gevangenis ,makeshift weapon for prison,makeshift weapon prison,makeshift weapon prison,Weapon,0.0,0.0,1.0,23,3,to play,play,4,0.7782224416732790,0.768425,7,1,1,1,1,159.46153846153800
526,2724,3,1612523826303,1612523844854,sloten kraken,cracking locks,cracking locks,cracking locks,Break locks,0.0,0.0,1.0,14,2,makeshift weapon for prison,makeshift weapon prison,5,0.817346453666687,0.75163037,11,1,0,0,2,54.55263157894740
527,2724,3,1612523844854,1612523858358,tandestoker als je riskant wilt leven,toothpick if you want to live risky,toothpick want live risky,toothpick want live risky,toothpick,0.0,0.0,1.0,25,4,cracking locks,cracking locks,6,0.7869804501533510,0.78449905,7,1,1,1,1,188.45454545454500
528,2724,3,1612523858358,1612523894035,puist of blaar of blaasje doorprikken,puncture a pimple or blister or blister,puncture pimple blister blister,puncture pimple blister blister,,0.0,0.0,1.0,31,4,toothpick if you want to live risky,toothpick want live risky,7,0.795437216758728,0.7597901,7,0,1,0,2,345.5
529,2724,3,1612523894035,1612523909567,je kan de simkaart uit je telefoon verwijderen,you can remove the SIM card from your phone,remove SIM card phone,remove sim card phone,,0.0,0.0,1.0,21,4,puncture a pimple or blister or blister,puncture pimple blister blister,8,0.7299570441246030,0.73440516,10,1,1,1,1,230.33333333333300
530,2724,3,1612523909567,1612523945637,ik heb gehoord van mensen die met een paperclip hun oor piercen,I've heard of people piercing their ears with a paperclip,'ve heard people piercing ears,'ve heard people piercing ears,Pierce ears,0.0,0.0,1.0,30,5,you can remove the SIM card from your phone,remove sim card phone,9,0.7242234349250790,0.73150367,19,1,1,1,1,188.45454545454500
531,2724,3,1612523945637,1612523981753,je kan er een lelijke ring van maken,you can make an ugly ring out of it,make ugly ring,make ugly ring,ring,0.0,0.0,1.0,14,3,I've heard of people piercing their ears with a paperclip,'ve heard people piercing ears,10,0.7875438332557680,0.73627853,4,1,1,1,1,115.16666666666700
532,2724,3,1612523981753,1612523993521,de auto van je ex mee krassen,scratch your ex's car,scratch ex 's car,scratch ex 's car,scratch car,0.0,0.0,1.0,17,4,you can make an ugly ring out of it,make ugly ring,11,0.778510570526123,0.76508677,1,1,1,1,1,64.78125
533,2724,3,1612523993521,1612524006469,kraslot krassen,scratch card scratches,scratch card scratches,scratch card scratches,scratch card,0.0,0.0,1.0,22,3,scratch your ex's car,scratch ex 's car,12,0.8386417627334600,0.773212,1,0,0,0,2,259.125
534,2724,3,1612524006469,1612524071885,je kan er ballonnen mee poppen (is dat hoe je het mv van ballon schrijft?),you can pop balloons with it (is that how you write the mv of balloon?),pop balloons,pop balloons,,0.0,0.0,1.0,12,2,scratch card scratches,scratch card scratches,13,0.6900097131729130,0.7772551,4,1,1,1,1,691.0
535,2724,3,1612524071885,1612524108242,je kan er een lelijke brandmerk mee maken,you can make an ugly brand with it,make ugly brand,make ugly brand,,1,0.0,1.0,15,3,you can pop balloons with it (is that how you write the mv of balloon?),pop balloons,14,0.7069724202156070,0.74509704,4,0,1,0,2,115.16666666666700
536,2724,3,1612524108242,1612524126360,je kan dat ene spel spelen dat je begint met een paperclip en dan omhoog ruilt,you can play that one game where you start with a paperclip and then trade up,play one game start trade,play one game start trade,Trade up,0.0,0.0,1.0,25,5,you can make an ugly brand with it,make ugly brand,15,0.7509337067604070,0.75973845,4,0,1,0,3,148.07142857142900
