,task,model,temp,rep,original_response,pid,original_response_cleaned,response,invalid,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,category,SS,jump_cat,jump_SS,jump,originality,jump_profile
3064,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,hippo,115,hippo,hippo,,,5,1,buffalo,buffalo,9,9,0.7889764308929443,0,1,0,,1
3065,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,gazelle,115,gazelle,gazelle,,,7,1,hippo,hippo,10,9,0.8273642063140869,0,0,0,,1
3066,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,antelope,115,antelope,antelope,,,8,1,gazelle,gazelle,11,15,0.8588845133781433,1,0,0,,1
3067,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,wildebeest,115,wildebeest,wildebeest,,,10,1,antelope,antelope,12,9,0.8465394377708435,1,0,0,,1
3068,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,hyena,115,hyena,hyena,,,5,1,wildebeest,wildebeest,13,9,0.8597090244293213,0,0,0,,1
3069,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,crocodile,115,crocodile,crocodile,,,9,1,hyena,hyena,14,7,0.8363410234451294,1,0,0,,1
3070,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,monkey,115,monkey,monkey,,,6,1,crocodile,crocodile,15,4,0.8201810717582703,1,0,0,,1
3071,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,gorilla,115,gorilla,gorilla,,,7,1,monkey,monkey,16,4,0.8543686866760254,0,0,0,,1
3072,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,chimpanzee,115,chimpanzee,chimpanzee,,,10,1,gorilla,gorilla,17,4,0.84937983751297,0,0,0,,1
3073,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,baboon,115,baboon,baboon,,,6,1,chimpanzee,chimpanzee,18,4,0.8457642197608948,0,0,0,,1
3074,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.0,5,okapi,115,okapi,okapi,,,5,1,baboon,baboon,19,13,0.7633000016212463,1,1,1,,2
3084,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,lion,116,lion,lion,,,4,1,elephant,elephant,1,1,0.8243112564086914,1,0,0,,0
3085,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,tiger,116,tiger,tiger,,,5,1,lion,lion,2,6,0.8430523872375488,1,0,0,,0
3086,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,giraffe,116,giraffe,giraffe,,,7,1,tiger,tiger,3,14,0.8250797390937805,1,0,0,,0
3087,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,zebra,116,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.8193547129631042,1,0,0,,0
3088,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,rhino,116,rhino,rhino,,,5,1,zebra,zebra,5,9,0.8530489802360535,0,0,0,,0
3089,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,cheetah,116,cheetah,cheetah,,,7,1,rhino,rhino,6,1,0.800948977470398,1,0,0,,0
3090,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,leopard,116,leopard,leopard,,,7,1,cheetah,cheetah,7,1,0.8507751822471619,0,0,0,,0
3091,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,buffalo,116,buffalo,buffalo,,,7,1,leopard,leopard,8,9,0.7777055501937866,1,1,1,,1
3092,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,hippo,116,hippo,hippo,,,5,1,buffalo,buffalo,9,9,0.7889764308929443,0,1,0,,1
3093,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,antelope,116,antelope,antelope,,,8,1,hippo,hippo,10,15,0.8045427799224854,1,0,0,,1
3094,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,gazelle,116,gazelle,gazelle,,,7,1,antelope,antelope,11,9,0.8588845133781433,1,0,0,,1
3095,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,wildebeest,116,wildebeest,wildebeest,,,10,1,gazelle,gazelle,12,9,0.8496311902999878,0,0,0,,1
3096,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,hyena,116,hyena,hyena,,,5,1,wildebeest,wildebeest,13,9,0.8597090244293213,0,0,0,,1
3097,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,crocodile,116,crocodile,crocodile,,,9,1,hyena,hyena,14,7,0.8363410234451294,1,0,0,,1
3098,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,monkey,116,monkey,monkey,,,6,1,crocodile,crocodile,15,4,0.8201810717582703,1,0,0,,1
3099,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,gorilla,116,gorilla,gorilla,,,7,1,monkey,monkey,16,4,0.8543686866760254,0,0,0,,1
3100,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,chimpanzee,116,chimpanzee,chimpanzee,,,10,1,gorilla,gorilla,17,4,0.84937983751297,0,0,0,,1
3101,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,baboon,116,baboon,baboon,,,6,1,chimpanzee,chimpanzee,18,4,0.8457642197608948,0,0,0,,1
3102,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,1,okapi,116,okapi,okapi,,,5,1,baboon,baboon,19,13,0.7633000016212463,1,1,1,,2
3112,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,lion,117,lion,lion,,,4,1,elephant,elephant,1,1,0.8243112564086914,1,0,0,,0
3113,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,tiger,117,tiger,tiger,,,5,1,lion,lion,2,6,0.8430523872375488,1,0,0,,0
3114,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,giraffe,117,giraffe,giraffe,,,7,1,tiger,tiger,3,14,0.8250797390937805,1,0,0,,0
3115,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,zebra,117,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.8193547129631042,1,0,0,,0
3116,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,rhino,117,rhino,rhino,,,5,1,zebra,zebra,5,9,0.8530489802360535,0,0,0,,0
3117,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,cheetah,117,cheetah,cheetah,,,7,1,rhino,rhino,6,1,0.800948977470398,1,0,0,,0
3118,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,leopard,117,leopard,leopard,,,7,1,cheetah,cheetah,7,1,0.8507751822471619,0,0,0,,0
3119,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,buffalo,117,buffalo,buffalo,,,7,1,leopard,leopard,8,9,0.7777055501937866,1,1,1,,1
3120,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,hippo,117,hippo,hippo,,,5,1,buffalo,buffalo,9,9,0.7889764308929443,0,1,0,,1
3121,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,gazelle,117,gazelle,gazelle,,,7,1,hippo,hippo,10,9,0.8273642063140869,0,0,0,,1
3122,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,antelope,117,antelope,antelope,,,8,1,gazelle,gazelle,11,15,0.8588845133781433,1,0,0,,1
3123,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,wildebeest,117,wildebeest,wildebeest,,,10,1,antelope,antelope,12,9,0.8465394377708435,1,0,0,,1
3124,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,hyena,117,hyena,hyena,,,5,1,wildebeest,wildebeest,13,9,0.8597090244293213,0,0,0,,1
3125,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,crocodile,117,crocodile,crocodile,,,9,1,hyena,hyena,14,7,0.8363410234451294,1,0,0,,1
3126,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,monkey,117,monkey,monkey,,,6,1,crocodile,crocodile,15,4,0.8201810717582703,1,0,0,,1
3127,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,gorilla,117,gorilla,gorilla,,,7,1,monkey,monkey,16,4,0.8543686866760254,0,0,0,,1
3128,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,chimpanzee,117,chimpanzee,chimpanzee,,,10,1,gorilla,gorilla,17,4,0.84937983751297,0,0,0,,1
3129,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,baboon,117,baboon,baboon,,,6,1,chimpanzee,chimpanzee,18,4,0.8457642197608948,0,0,0,,1
3130,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,2,okapi,117,okapi,okapi,,,5,1,baboon,baboon,19,13,0.7633000016212463,1,1,1,,2
3140,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,lion,118,lion,lion,,,4,1,elephant,elephant,1,1,0.8243112564086914,1,0,0,,0
3141,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,tiger,118,tiger,tiger,,,5,1,lion,lion,2,6,0.8430523872375488,1,0,0,,0
3142,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,giraffe,118,giraffe,giraffe,,,7,1,tiger,tiger,3,14,0.8250797390937805,1,0,0,,0
3143,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,zebra,118,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.8193547129631042,1,0,0,,0
3144,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,rhino,118,rhino,rhino,,,5,1,zebra,zebra,5,9,0.8530489802360535,0,0,0,,0
3145,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,cheetah,118,cheetah,cheetah,,,7,1,rhino,rhino,6,1,0.800948977470398,1,0,0,,0
3146,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,leopard,118,leopard,leopard,,,7,1,cheetah,cheetah,7,1,0.8507751822471619,0,0,0,,0
3147,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,buffalo,118,buffalo,buffalo,,,7,1,leopard,leopard,8,9,0.7777055501937866,1,1,1,,1
3148,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,hippo,118,hippo,hippo,,,5,1,buffalo,buffalo,9,9,0.7889764308929443,0,1,0,,1
3149,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,gazelle,118,gazelle,gazelle,,,7,1,hippo,hippo,10,9,0.8273642063140869,0,0,0,,1
3150,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,antelope,118,antelope,antelope,,,8,1,gazelle,gazelle,11,15,0.8588845133781433,1,0,0,,1
3151,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,wildebeest,118,wildebeest,wildebeest,,,10,1,antelope,antelope,12,9,0.8465394377708435,1,0,0,,1
3152,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,hyena,118,hyena,hyena,,,5,1,wildebeest,wildebeest,13,9,0.8597090244293213,0,0,0,,1
3153,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,crocodile,118,crocodile,crocodile,,,9,1,hyena,hyena,14,7,0.8363410234451294,1,0,0,,1
3154,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,monkey,118,monkey,monkey,,,6,1,crocodile,crocodile,15,4,0.8201810717582703,1,0,0,,1
3155,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,gorilla,118,gorilla,gorilla,,,7,1,monkey,monkey,16,4,0.8543686866760254,0,0,0,,1
3156,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,chimpanzee,118,chimpanzee,chimpanzee,,,10,1,gorilla,gorilla,17,4,0.84937983751297,0,0,0,,1
3157,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,baboon,118,baboon,baboon,,,6,1,chimpanzee,chimpanzee,18,4,0.8457642197608948,0,0,0,,1
3158,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,3,okapi,118,okapi,okapi,,,5,1,baboon,baboon,19,13,0.7633000016212463,1,1,1,,2
3168,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,lion,119,lion,lion,,,4,1,elephant,elephant,1,1,0.8243112564086914,1,0,0,,0
3169,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,tiger,119,tiger,tiger,,,5,1,lion,lion,2,6,0.8430523872375488,1,0,0,,0
3170,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,giraffe,119,giraffe,giraffe,,,7,1,tiger,tiger,3,14,0.8250797390937805,1,0,0,,0
3171,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,zebra,119,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.8193547129631042,1,0,0,,0
3172,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,rhino,119,rhino,rhino,,,5,1,zebra,zebra,5,9,0.8530489802360535,0,0,0,,0
3173,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,cheetah,119,cheetah,cheetah,,,7,1,rhino,rhino,6,1,0.800948977470398,1,0,0,,0
3174,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,leopard,119,leopard,leopard,,,7,1,cheetah,cheetah,7,1,0.8507751822471619,0,0,0,,0
3175,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,buffalo,119,buffalo,buffalo,,,7,1,leopard,leopard,8,9,0.7777055501937866,1,1,1,,1
3176,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,hippo,119,hippo,hippo,,,5,1,buffalo,buffalo,9,9,0.7889764308929443,0,1,0,,1
3177,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,gazelle,119,gazelle,gazelle,,,7,1,hippo,hippo,10,9,0.8273642063140869,0,0,0,,1
3178,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,antelope,119,antelope,antelope,,,8,1,gazelle,gazelle,11,15,0.8588845133781433,1,0,0,,1
3179,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,wildebeest,119,wildebeest,wildebeest,,,10,1,antelope,antelope,12,9,0.8465394377708435,1,0,0,,1
3180,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,hyena,119,hyena,hyena,,,5,1,wildebeest,wildebeest,13,9,0.8597090244293213,0,0,0,,1
3181,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,crocodile,119,crocodile,crocodile,,,9,1,hyena,hyena,14,7,0.8363410234451294,1,0,0,,1
3182,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,monkey,119,monkey,monkey,,,6,1,crocodile,crocodile,15,4,0.8201810717582703,1,0,0,,1
3183,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,gorilla,119,gorilla,gorilla,,,7,1,monkey,monkey,16,4,0.8543686866760254,0,0,0,,1
3184,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,chimpan person,119,chimpan person,chimpan person,,,14,2,gorilla,gorilla,17,4,0.8266504406929016,0,0,0,,1
3185,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,okapi,119,okapi,okapi,,,5,1,chimpan person,chimpan person,18,13,0.7884708046913147,1,1,1,,2
3186,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,4,aardvark,119,aardvark,aardvark,,,8,1,okapi,okapi,19,3,0.7546514272689819,1,1,1,,3
3195,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,lion,120,lion,lion,,,4,1,elephant,elephant,1,1,0.8243112564086914,1,0,0,,0
3196,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,tiger,120,tiger,tiger,,,5,1,lion,lion,2,6,0.8430523872375488,1,0,0,,0
3197,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,giraffe,120,giraffe,giraffe,,,7,1,tiger,tiger,3,14,0.8250797390937805,1,0,0,,0
3198,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,zebra,120,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.8193547129631042,1,0,0,,0
3199,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,rhino,120,rhino,rhino,,,5,1,zebra,zebra,5,9,0.8530489802360535,0,0,0,,0
3200,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,cheetah,120,cheetah,cheetah,,,7,1,rhino,rhino,6,1,0.800948977470398,1,0,0,,0
3201,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,leopard,120,leopard,leopard,,,7,1,cheetah,cheetah,7,1,0.8507751822471619,0,0,0,,0
3202,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,buffalo,120,buffalo,buffalo,,,7,1,leopard,leopard,8,9,0.7777055501937866,1,1,1,,1
3203,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,hippo,120,hippo,hippo,,,5,1,buffalo,buffalo,9,9,0.7889764308929443,0,1,0,,1
3204,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,gazelle,120,gazelle,gazelle,,,7,1,hippo,hippo,10,9,0.8273642063140869,0,0,0,,1
3205,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,antelope,120,antelope,antelope,,,8,1,gazelle,gazelle,11,15,0.8588845133781433,1,0,0,,1
3206,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,wildebeest,120,wildebeest,wildebeest,,,10,1,antelope,antelope,12,9,0.8465394377708435,1,0,0,,1
3207,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,hyena,120,hyena,hyena,,,5,1,wildebeest,wildebeest,13,9,0.8597090244293213,0,0,0,,1
3208,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,crocodile,120,crocodile,crocodile,,,9,1,hyena,hyena,14,7,0.8363410234451294,1,0,0,,1
3209,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,monkey,120,monkey,monkey,,,6,1,crocodile,crocodile,15,4,0.8201810717582703,1,0,0,,1
3210,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,gorilla,120,gorilla,gorilla,,,7,1,monkey,monkey,16,4,0.8543686866760254,0,0,0,,1
3211,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,chimpanzee,120,chimpanzee,chimpanzee,,,10,1,gorilla,gorilla,17,4,0.84937983751297,0,0,0,,1
3212,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,baboon,120,baboon,baboon,,,6,1,chimpanzee,chimpanzee,18,4,0.8457642197608948,0,0,0,,1
3213,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.1,5,okapi,120,okapi,okapi,,,5,1,baboon,baboon,19,13,0.7633000016212463,1,1,1,,2
3223,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,lion,121,lion,lion,,,4,1,elephant,elephant,1,1,0.8243112564086914,1,0,0,,0
3224,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,tiger,121,tiger,tiger,,,5,1,lion,lion,2,6,0.8430523872375488,1,0,0,,0
3225,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,giraffe,121,giraffe,giraffe,,,7,1,tiger,tiger,3,14,0.8250797390937805,1,0,0,,0
3226,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,zebra,121,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.8193547129631042,1,0,0,,0
3227,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,rhino,121,rhino,rhino,,,5,1,zebra,zebra,5,9,0.8530489802360535,0,0,0,,0
3228,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,cheetah,121,cheetah,cheetah,,,7,1,rhino,rhino,6,1,0.800948977470398,1,0,0,,0
3229,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,leopard,121,leopard,leopard,,,7,1,cheetah,cheetah,7,1,0.8507751822471619,0,0,0,,0
3230,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,buffalo,121,buffalo,buffalo,,,7,1,leopard,leopard,8,9,0.7777055501937866,1,1,1,,1
3231,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,hippo,121,hippo,hippo,,,5,1,buffalo,buffalo,9,9,0.7889764308929443,0,1,0,,1
3232,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,hyena,121,hyena,hyena,,,5,1,hippo,hippo,10,9,0.8047456741333008,0,0,0,,1
3233,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,antelope,121,antelope,antelope,,,8,1,hyena,hyena,11,15,0.851922869682312,1,0,0,,1
3234,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,wildebeest,121,wildebeest,wildebeest,,,10,1,antelope,antelope,12,9,0.8465394377708435,1,0,0,,1
3235,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,crocodile,121,crocodile,crocodile,,,9,1,wildebeest,wildebeest,13,7,0.8012933731079102,1,0,0,,1
3236,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,monkey,121,monkey,monkey,,,6,1,crocodile,crocodile,14,4,0.8201810717582703,1,0,0,,1
3237,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,gorilla,121,gorilla,gorilla,,,7,1,monkey,monkey,15,4,0.8543686866760254,0,0,0,,1
3238,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,chimpanzee,121,chimpanzee,chimpanzee,,,10,1,gorilla,gorilla,16,4,0.84937983751297,0,0,0,,1
3239,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,baboon,121,baboon,baboon,,,6,1,chimpanzee,chimpanzee,17,4,0.8457642197608948,0,0,0,,1
3240,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,okapi,121,okapi,okapi,,,5,1,baboon,baboon,18,13,0.7633000016212463,1,1,1,,2
3241,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,1,aardvark,121,aardvark,aardvark,,,8,1,okapi,okapi,19,3,0.7546514272689819,1,1,1,,3
3251,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,lion,122,lion,lion,,,4,1,elephant,elephant,1,1,0.8243112564086914,1,0,0,,0
3252,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,tiger,122,tiger,tiger,,,5,1,lion,lion,2,6,0.8430523872375488,1,0,0,,0
3253,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,giraffe,122,giraffe,giraffe,,,7,1,tiger,tiger,3,14,0.8250797390937805,1,0,0,,0
3254,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,zebra,122,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.8193547129631042,1,0,0,,0
3255,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,rhino,122,rhino,rhino,,,5,1,zebra,zebra,5,9,0.8530489802360535,0,0,0,,0
3256,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,cheetah,122,cheetah,cheetah,,,7,1,rhino,rhino,6,1,0.800948977470398,1,0,0,,0
3257,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,leopard,122,leopard,leopard,,,7,1,cheetah,cheetah,7,1,0.8507751822471619,0,0,0,,0
3258,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,buffalo,122,buffalo,buffalo,,,7,1,leopard,leopard,8,9,0.7777055501937866,1,1,1,,1
3259,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,antelope,122,antelope,antelope,,,8,1,buffalo,buffalo,9,15,0.806545615196228,1,0,0,,1
3260,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,gazelle,122,gazelle,gazelle,,,7,1,antelope,antelope,10,9,0.8588845133781433,1,0,0,,1
3261,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,wildebeest,122,wildebeest,wildebeest,,,10,1,gazelle,gazelle,11,9,0.8496311902999878,0,0,0,,1
3262,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,hippopotamus,122,hippopotamus,hippopotamus,,,12,1,wildebeest,wildebeest,12,9,0.8033267259597778,0,0,0,,1
3263,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,crocodile,122,crocodile,crocodile,,,9,1,hippopotamus,hippopotamus,13,7,0.8203003406524658,1,0,0,,1
3264,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,monkey,122,monkey,monkey,,,6,1,crocodile,crocodile,14,4,0.8201810717582703,1,0,0,,1
3265,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,gorilla,122,gorilla,gorilla,,,7,1,monkey,monkey,15,4,0.8543686866760254,0,0,0,,1
3266,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,chimpanzee,122,chimpanzee,chimpanzee,,,10,1,gorilla,gorilla,16,4,0.84937983751297,0,0,0,,1
3267,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,baboon,122,baboon,baboon,,,6,1,chimpanzee,chimpanzee,17,4,0.8457642197608948,0,0,0,,1
3268,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,hyena,122,hyena,hyena,,,5,1,baboon,baboon,18,9,0.8632097840309143,1,0,0,,1
3269,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,2,jackal,122,jackal,jackal,,,6,1,hyena,hyena,19,9,0.8207533359527588,0,0,0,,1
3279,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,tiger,123,tiger,tiger,,,5,1,elephant,elephant,1,6,0.818225085735321,1,0,0,,0
3280,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,lion,123,lion,lion,,,4,1,tiger,tiger,2,1,0.8430523872375488,1,0,0,,0
3281,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,giraffe,123,giraffe,giraffe,,,7,1,lion,lion,3,14,0.8255095481872559,1,0,0,,0
3282,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,zebra,123,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.8193547129631042,1,0,0,,0
3283,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,cheetah,123,cheetah,cheetah,,,7,1,zebra,zebra,5,1,0.8207224607467651,1,0,0,,0
3284,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,rhinoceros,123,rhinoceros,rhinoceros,,,10,1,cheetah,cheetah,6,9,0.8102174401283264,1,0,0,,0
3285,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,hippopotamus,123,hippopotamus,hippopotamus,,,12,1,rhinoceros,rhinoceros,7,9,0.8446728587150574,0,0,0,,0
3286,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,leopard,123,leopard,leopard,,,7,1,hippopotamus,hippopotamus,8,1,0.7918016910552979,1,1,1,,1
3287,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,gorilla,123,gorilla,gorilla,,,7,1,leopard,leopard,9,4,0.8610047698020935,1,0,0,,1
3288,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,chimpanzee,123,chimpanzee,chimpanzee,,,10,1,gorilla,gorilla,10,4,0.84937983751297,0,0,0,,1
3289,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,orangutan,123,orangutan,orangutan,,,9,1,chimpanzee,chimpanzee,11,9,0.8875705599784851,1,0,0,,1
3290,1,upstage/SOLAR-10.7B-Instruct-v1.0,0.2,3,monkey,123,monkey,monkey,,,6,1,orangutan,orangutan,12,4,0.8661057949066162,1,0,0,,1
