,pid,task,starttime,endtime,original_response_Dutch,original_response,original_response_cleaned,response,response_corrected,invalid,creative,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,SS,SS_ref,clusters_hier,jump_hier,jump_SS,jump,order_in_cluster,uniqueness
313,2685,1,1612351812661,1612351813642,kip,chicken,chicken,chicken,,0.0,0.0,1.0,7,1,rabbit,rabbit,8,0.8127588033676150,0.8555471,14,1,0,0,4,209.0
314,2685,1,1612351813642,1612351815401,haan,rooster,rooster,rooster,,0.0,0.0,1.0,7,1,chicken,chicken,9,0.903964638710022,0.82669795,14,0,0,0,5,209.0
315,2685,1,1612351815401,1612351817379,dolfijn,dolphin,dolphin,dolphin,,0.0,0.0,1.0,7,1,rooster,rooster,10,0.7713686227798460,0.8301718,7,1,1,1,1,139.33333333333300
316,2685,1,1612351817379,1612351820417,haai,shark,shark,shark,,0.0,0.0,1.0,5,1,dolphin,dolphin,11,0.8316486477851870,0.8098477,16,1,0,0,2,209.0
317,2685,1,1612351820417,1612351822310,walvis,whale,whale,whale,,0.0,0.0,1.0,5,1,shark,shark,12,0.8150367736816410,0.83526593,7,1,0,0,3,59.714285714285700
318,2685,1,1612351822310,1612351824492,vogel,bird,bird,bird,,0.0,0.0,1.0,4,1,whale,whale,13,0.8098272681236270,0.83266354,14,1,0,0,4,59.714285714285700
319,2685,1,1612351824492,1612351830044,krokodil,crocodile,crocodile,crocodile,,0.0,0.0,1.0,9,1,bird,bird,14,0.8135629892349240,0.8334737,10,1,0,0,5,209.0
320,2685,1,1612351830044,1612351837720,panda,panda,panda,panda,,0.0,0.0,1.0,5,1,crocodile,crocodile,15,0.8085946440696720,0.8127662,8,1,0,0,6,139.33333333333300
321,2685,1,1612351837720,1612351839320,uil,owl,owl,owl,,0.0,0.0,1.0,3,1,panda,panda,16,0.796123743057251,0.81408054,14,1,1,1,1,104.5
322,2685,1,1612351839320,1612351849032,papegaai,parrot,parrot,parrot,,0.0,0.0,1.0,6,1,owl,owl,17,0.8135754466056820,0.8210993,14,0,0,0,2,139.33333333333300
323,2685,1,1612351849032,1612351852908,leeuw,lion,lion,lion,,0.0,0.0,1.0,4,1,parrot,parrot,18,0.7784460186958310,0.8356642,12,1,1,1,1,209.0
324,2686,1,1612352189760,1612352191509,katten,cats,cats,cats,,0.0,0.0,1.0,4,1,dogs,dogs,1,0.8513827323913570,0.8965121,1,1,0,0,2,104.5
325,2686,1,1612352191509,1612352193461,paarden,horses,horses,horses,,0.0,0.0,1.0,6,1,cats,cats,2,0.8259598016738890,0.896958,2,1,0,0,3,139.33333333333300
326,2686,1,1612352193461,1612352194662,koe,cow,cow,cow,,0.0,0.0,1.0,3,1,horses,horses,3,0.832670271396637,0.85481083,2,0,0,0,4,104.5
327,2686,1,1612352194662,1612352198253,schildpad,turtle,turtle,turtle,,0.0,0.0,1.0,6,1,cow,cow,4,0.7835938930511480,0.8127011,10,1,1,1,1,139.33333333333300
328,2686,1,1612352198253,1612352201328,dolfijn,dolphin,dolphin,dolphin,,0.0,0.0,1.0,7,1,turtle,turtle,5,0.8394516706466680,0.8301718,7,1,0,0,2,139.33333333333300
329,2686,1,1612352201328,1612352202921,konijn,rabbit,rabbit,rabbit,,0.0,0.0,1.0,6,1,dolphin,dolphin,6,0.8526115417480470,0.83651775,3,1,0,0,3,139.33333333333300
330,2686,1,1612352202921,1612352208055,vis,fish,fish,fish,,0.0,0.0,1.0,4,1,rabbit,rabbit,7,0.783477783203125,0.85351634,15,1,1,1,1,83.6
331,2686,1,1612352208055,1612352213870,ezel,donkey,donkey,donkey,,0.0,0.0,1.0,6,1,fish,fish,8,0.7750426530838010,0.8332364,2,1,1,1,1,209.0
332,2686,1,1612352213870,1612352216152,kip,chicken,chicken,chicken,,0.0,0.0,1.0,7,1,donkey,donkey,9,0.8171595335006710,0.8555471,14,1,0,0,2,209.0
333,2686,1,1612352216152,1612352218183,geit,goat,goat,goat,,0.0,0.0,1.0,4,1,chicken,chicken,10,0.8446548581123350,0.8573881,2,1,0,0,3,139.33333333333300
334,2686,1,1612352218183,1612352221241,varken,pig,pig,pig,,0.0,0.0,1.0,3,1,goat,goat,11,0.830612063407898,0.84864545,3,1,0,0,4,104.5
335,2686,1,1612352221241,1612352225573,zeebra,zeebra,zeebra,zeebra,,0.0,0.0,1.0,6,1,pig,pig,12,0.7582697868347170,0.77103376,13,1,1,1,1,209.0
336,2686,1,1612352225573,1612352226714,leeuw,lion,lion,lion,,0.0,0.0,1.0,4,1,zeebra,zeebra,13,0.7943804264068600,0.8356642,12,1,1,1,1,209.0
337,2686,1,1612352226714,1612352228355,olifant,elephant,elephant,elephant,,0.0,0.0,1.0,8,1,lion,lion,14,0.8243112564086910,0.8476779,12,0,0,0,2,104.5
338,2686,1,1612352228355,1612352234524,giraf,giraffe,giraffe,giraffe,,0.0,0.0,1.0,7,1,elephant,elephant,15,0.8501284122467040,0.84051734,13,1,0,0,3,83.6
339,2686,1,1612352234524,1612352245361,coala,coala,coala,coala,koala,0.0,0.0,1.0,5,1,giraffe,giraffe,16,0.7309181690216060,0.75794756,13,0,1,0,4,209.0
340,2686,1,1612352245361,1612352258596,hamster,hamster,hamster,hamster,,0.0,0.0,1.0,7,1,coala,coala,17,0.7484530210495000,0.8289747,4,1,1,1,1,209.0
341,2686,1,1612352258596,1612352266278,vos,fox,fox,fox,,0.0,0.0,1.0,3,1,hamster,hamster,18,0.7856397032737730,0.794215,6,1,1,1,1,209.0
342,2687,1,1612353050048,1612353051295,hond,dog,dog,dog,,0.0,0.0,1.0,3,1,cat,cat,1,0.8227521181106570,0.9065194,6,1,0,0,2,83.6
343,2687,1,1612353051295,1612353052858,dolfijn,dolphin,dolphin,dolphin,,0.0,0.0,1.0,7,1,dog,dog,2,0.8123783469200130,0.8301718,7,1,0,0,3,139.33333333333300
344,2687,1,1612353052858,1612353054138,paard,horse,horse,horse,,0.0,0.0,1.0,5,1,dolphin,dolphin,3,0.8041998147964480,0.8845087,2,1,1,1,1,139.33333333333300
345,2687,1,1612353054138,1612353055180,kip,chicken,chicken,chicken,,0.0,0.0,1.0,7,1,horse,horse,4,0.8262660503387450,0.8555471,14,1,0,0,2,209.0
346,2687,1,1612353055180,1612353058252,koe,cow,cow,cow,,0.0,0.0,1.0,3,1,chicken,chicken,5,0.8483150601387020,0.85481083,2,1,0,0,3,104.5
347,2687,1,1612353058252,1612353061257,kameel,camel,camel,camel,,0.0,0.0,1.0,5,1,cow,cow,6,0.806792140007019,0.8330145,2,0,0,0,4,139.33333333333300
348,2687,1,1612353061257,1612353075052,paard,horse,horse,horse,,0.0,0.0,1.0,5,1,camel,camel,7,0.8345630168914800,0.8845087,2,0,0,0,5,139.33333333333300
349,2687,1,1612353075052,1612353076790,leeuw,lion,lion,lion,,0.0,0.0,1.0,4,1,horse,horse,8,0.8268563747406010,0.8356642,12,1,0,0,6,209.0
350,2687,1,1612353076790,1612353079960,giraffe,giraffe,giraffe,giraffe,,0.0,0.0,1.0,7,1,lion,lion,9,0.8255095481872560,0.84051734,13,1,0,0,7,83.6
351,2687,1,1612353079960,1612353084237,leguaan,iguana,iguana,iguana,,0.0,0.0,1.0,6,1,giraffe,giraffe,10,0.8140681385993960,0.83023834,11,1,0,0,8,139.33333333333300
352,2687,1,1612353084237,1612353093781,bizon,bison,bison,bison,,0.0,0.0,1.0,5,1,iguana,iguana,11,0.8019436597824100,0.82639414,12,1,1,1,1,209.0
353,2687,1,1612353093781,1612353098111,geit,goat,goat,goat,,0.0,0.0,1.0,4,1,bison,bison,12,0.8293896913528440,0.8573881,2,1,0,0,2,139.33333333333300
354,2687,1,1612353098111,1612353099632,schaap,sheep,sheep,sheep,,0.0,0.0,1.0,5,1,goat,goat,13,0.8465369939804080,0.8569083,2,0,0,0,3,209.0
355,2687,1,1612353099632,1612353105075,varken,pig,pig,pig,,0.0,0.0,1.0,3,1,sheep,sheep,14,0.8560076951980590,0.84864545,3,1,0,0,4,104.5
356,2687,1,1612353105075,1612353109932,konijn,rabbit,rabbit,rabbit,,0.0,0.0,1.0,6,1,pig,pig,15,0.8614753484725950,0.83651775,3,0,0,0,5,139.33333333333300
357,2687,1,1612353111225,1612353112143,vos,fox,fox,fox,,0.0,0.0,1.0,3,1,rabbit,rabbit,16,0.8063070774078370,0.794215,6,1,0,0,6,209.0
358,2687,1,1612353112143,1612353115776,haas,hare,hare,hare,,0.0,0.0,1.0,4,1,fox,fox,17,0.786668062210083,0.8179686,3,1,1,1,1,139.33333333333300
359,2687,1,1612353115776,1612353116958,hert,deer,deer,deer,,0.0,0.0,1.0,4,1,hare,hare,18,0.8500838875770570,0.85124975,2,1,0,0,2,139.33333333333300
360,2689,1,1612358302562,1612358305583,Giraffe,Giraffe,Giraffe,giraffe,,0.0,0.0,1.0,7,1,Elephant,elephant,1,0.8501284122467040,0.84051734,13,1,0,0,2,83.6
361,2689,1,1612358305583,1612358307061,Kikker,Frog,Frog,frog,,0.0,0.0,1.0,4,1,Giraffe,giraffe,2,0.8170729875564580,0.8156955,10,1,0,0,3,139.33333333333300
362,2689,1,1612358307061,1612358309888,Libelle,Dragonfly,Dragonfly,dragonfly,,0.0,0.0,1.0,9,1,Frog,frog,3,0.8333841562271120,0.76830894,17,1,0,0,4,209.0
363,2689,1,1612358309888,1612358311706,Konijn,Rabbit,Rabbit,rabbit,,0.0,0.0,1.0,6,1,Dragonfly,dragonfly,4,0.7664938569068910,0.83651775,3,1,1,1,1,139.33333333333300
364,2689,1,1612358311706,1612358312529,Kat,Cat,Cat,cat,,0.0,0.0,1.0,3,1,Rabbit,rabbit,5,0.8295192718505860,0.83049977,1,1,0,0,2,104.5
365,2689,1,1612358312529,1612358313792,Hond,Dog,Dog,dog,,0.0,0.0,1.0,3,1,Cat,cat,6,0.8227521181106570,0.9065194,6,1,0,0,3,83.6
366,2689,1,1612358313792,1612358315186,Varken,Pig,Pig,pig,,0.0,0.0,1.0,3,1,Dog,dog,7,0.8292356729507450,0.84864545,3,1,0,0,4,104.5
367,2689,1,1612358315186,1612358316032,Koe,Cow,Cow,cow,,0.0,0.0,1.0,3,1,Pig,pig,8,0.8522614240646360,0.85481083,2,1,0,0,5,104.5
368,2689,1,1612358316032,1612358318307,Leeuw,Lion,Lion,lion,,0.0,0.0,1.0,4,1,Cow,cow,9,0.8141711950302120,0.8356642,12,1,0,0,6,209.0
369,2689,1,1612358318307,1612358321162,Tijger,Tiger,Tiger,tiger,,0.0,0.0,1.0,5,1,Lion,lion,10,0.8430523872375490,0.8226395,8,1,0,0,7,139.33333333333300
370,2689,1,1612358321162,1612358322741,Poema,Cougar,Cougar,cougar,,0.0,0.0,1.0,6,1,Tiger,tiger,11,0.8358058333396910,0.8033906,6,1,0,0,8,139.33333333333300
371,2689,1,1612358322741,1612358324289,Cheeta,Cheetah,Cheetah,cheetah,,0.0,0.0,1.0,7,1,Cougar,cougar,12,0.8576400279998780,0.8291417,12,1,0,0,9,104.5
372,2689,1,1612358324289,1612358326925,Neushoorn,Rhino,Rhino,rhino,,0.0,0.0,1.0,5,1,Cheetah,cheetah,13,0.800948977470398,0.807151,11,1,1,1,1,104.5
373,2689,1,1612358326925,1612358331026,Slang,Snake,Snake,snake,,0.0,0.0,1.0,5,1,Rhino,rhino,14,0.769232988357544,0.83892465,10,1,1,1,1,139.33333333333300
374,2689,1,1612358331026,1612358331997,Spin,Spider,Spider,spider,,0.0,0.0,1.0,6,1,Snake,snake,15,0.8359353542327880,0.79536843,17,1,0,0,2,104.5
375,2689,1,1612358331997,1612358334228,Lieveheersbeestje,Ladybird,Ladybird,ladybird,,0.0,0.0,1.0,8,1,Spider,spider,16,0.7706640362739560,0.76492155,17,0,1,0,3,209.0
376,2689,1,1612358334228,1612358337354,Kever,Beetle,Beetle,beetle,,0.0,0.0,1.0,6,1,Ladybird,ladybird,17,0.8087241649627690,0.8024523,17,0,0,0,4,83.6
377,2689,1,1612358337354,1612358339422,Pissebed,Woodlouse,Woodlouse,woodlouse,,0.0,0.0,1.0,9,1,Beetle,beetle,18,0.8525468111038210,0.78688365,17,0,0,0,5,209.0
378,2690,1,1612358455454,1612358460218,vis,fish,fish,fish,,0.0,0.0,1.0,4,1,MONKEY,monkey,1,0.7825334072113040,0.85351634,15,1,1,1,1,83.6
379,2690,1,1612358460218,1612358468574,Kikker,Frog,Frog,frog,,0.0,0.0,1.0,4,1,fish,fish,2,0.828372597694397,0.8156955,10,1,0,0,2,139.33333333333300
380,2690,1,1612358468574,1612358470667,geit,goat,goat,goat,,0.0,0.0,1.0,4,1,Frog,frog,3,0.8046596050262450,0.8573881,2,1,1,1,1,139.33333333333300
381,2690,1,1612358470667,1612358474604,leguan,iguana,iguana,iguana,,0.0,0.0,1.0,6,1,goat,goat,4,0.8153997659683230,0.83023834,11,1,0,0,2,139.33333333333300
382,2690,1,1612358474604,1612358477842,brulaap,howler monkey,howler monkey,howler monkey,,0.0,0.0,1.0,13,2,iguana,iguana,5,0.8033791184425350,0.81378865,9,1,1,1,1,83.6
383,2690,1,1612358477842,1612358481288,doodskopaap,squirrel monkey,squirrel monkey,squirrel monkey,,0.0,0.0,1.0,15,2,howler monkey,howler monkey,6,0.8579813838005070,0.8071245,6,1,0,0,2,209.0
384,2690,1,1612358481288,1612358487678,cavia,guinea pig,guinea pig,guinea pig,,0.0,0.0,1.0,10,2,squirrel monkey,squirrel monkey,7,0.7966853976249700,0.841401,3,1,1,1,1,104.5
385,2690,1,1612358487678,1612358490753,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,guinea pig,guinea pig,8,0.8024889826774600,0.83049977,1,1,1,1,1,104.5
386,2690,1,1612358490753,1612358492535,hond,dog,dog,dog,,0.0,0.0,1.0,3,1,cat,cat,9,0.8227521181106570,0.9065194,6,1,0,0,2,83.6
387,2690,1,1612358492535,1612358496621,konijn,rabbit,rabbit,rabbit,,0.0,0.0,1.0,6,1,dog,dog,10,0.81055748462677,0.83651775,3,1,0,0,3,139.33333333333300
388,2690,1,1612358496621,1612358499950,hamster,hamster,hamster,hamster,,0.0,0.0,1.0,7,1,rabbit,rabbit,11,0.8363659381866460,0.8289747,4,1,0,0,4,209.0
389,2690,1,1612358499950,1612358502900,rat,rat,rat,rat,,0.0,0.0,1.0,3,1,hamster,hamster,12,0.8457891941070560,0.8295597,4,0,0,0,5,104.5
390,2690,1,1612358502900,1612358505484,muis,mouse,mouse,mouse,,0.0,0.0,1.0,5,1,rat,rat,13,0.8520025014877320,0.8288981,4,0,0,0,6,104.5
391,2690,1,1612358505484,1612358507312,leeuw,lion,lion,lion,,0.0,0.0,1.0,4,1,mouse,mouse,14,0.7990911602973940,0.8356642,12,1,1,1,1,209.0
392,2690,1,1612358507312,1612358512287,zilvervisje,silverfish,silverfish,silverfish,,0.0,0.0,1.0,10,1,lion,lion,15,0.758938193321228,0.78033334,15,1,1,1,1,104.5
393,2690,1,1612358512287,1612358515654,vvogel,vvogel,vvogel,vvogel,bird,0.0,0.0,1.0,6,1,silverfish,silverfish,16,0.7705379724502560,0.7686877,13,1,1,1,1,209.0
394,2690,1,1612358515654,1612358518810,papegaai,parrot,parrot,parrot,,0.0,0.0,1.0,6,1,vvogel,vvogel,17,0.7516843676567080,0.8210993,14,1,1,1,1,139.33333333333300
395,2690,1,1612358518810,1612358526233,beer,bear,bear,bear,,0.0,0.0,1.0,4,1,parrot,parrot,18,0.7718618512153630,0.8327607,8,1,1,1,1,139.33333333333300
396,2693,1,1612361937750,1612361938809,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,dog,dog,1,0.8227521181106570,0.83049977,1,1,0,0,2,104.5
397,2693,1,1612361938809,1612361943078,duif,pigeon,pigeon,pigeon,,0.0,0.0,1.0,6,1,cat,cat,2,0.7933796644210820,0.82414985,14,1,1,1,1,59.714285714285700
398,2693,1,1612361943078,1612361947459,vogel,bird,bird,bird,,0.0,0.0,1.0,4,1,pigeon,pigeon,3,0.894132137298584,0.83266354,14,0,0,0,2,59.714285714285700
399,2693,1,1612361947459,1612361949432,leuw,lion,lion,lion,,0.0,0.0,1.0,4,1,bird,bird,4,0.8246511220932010,0.8356642,12,1,0,0,3,209.0
400,2693,1,1612361949432,1612361950529,paard,horse,horse,horse,,0.0,0.0,1.0,5,1,lion,lion,5,0.8268563747406010,0.8845087,2,1,0,0,4,139.33333333333300
401,2693,1,1612361950529,1612361954317,varken,pig,pig,pig,,0.0,0.0,1.0,3,1,horse,horse,6,0.837426483631134,0.84864545,3,1,0,0,5,104.5
402,2693,1,1612361954317,1612361955382,koe,cow,cow,cow,,0.0,0.0,1.0,3,1,pig,pig,7,0.8522614240646360,0.85481083,2,1,0,0,6,104.5
403,2693,1,1612361955382,1612361956798,kip,chicken,chicken,chicken,,0.0,0.0,1.0,7,1,cow,cow,8,0.8483150601387020,0.8555471,14,1,0,0,7,209.0
404,2693,1,1612361956798,1612361958226,eend,duck,duck,duck,,0.0,0.0,1.0,4,1,chicken,chicken,9,0.846228837966919,0.8291823,14,0,0,0,8,209.0
405,2693,1,1612361958226,1612361966070,leeuw,lion,lion,lion,,0.0,0.0,1.0,4,1,duck,duck,10,0.7767260074615480,0.8356642,12,1,1,1,1,209.0
406,2693,1,1612361966070,1612361969070,luipaard,leopard,leopard,leopard,,0.0,0.0,1.0,7,1,lion,lion,11,0.8669106364250180,0.8213335,12,0,0,0,2,104.5
407,2693,1,1612361969070,1612361971298,zeehond,seal,seal,seal,,0.0,0.0,1.0,4,1,leopard,leopard,12,0.7907476425170900,0.792743,12,0,1,0,3,418.0
408,2693,1,1612361971298,1612361984921,capibara,capybara,capybara,capybara,,0.0,0.0,1.0,8,1,seal,seal,13,0.7669284343719480,0.8337667,6,1,1,1,1,209.0
409,2693,1,1612361984921,1612361990875,worm,worm,worm,worm,,0.0,0.0,1.0,4,1,capybara,capybara,14,0.7475133538246160,0.7842535,17,1,1,1,1,209.0
410,2693,1,1612361990875,1612361994807,meeuw,seagull,seagull,seagull,,0.0,0.0,1.0,7,1,worm,worm,15,0.7786327600479130,0.78841674,14,1,1,1,1,139.33333333333300
411,2693,1,1612361994807,1612362002050,ezel,donkey,donkey,donkey,,0.0,0.0,1.0,6,1,seagull,seagull,16,0.7442525625228880,0.8332364,2,1,1,1,1,209.0
412,2693,1,1612362002050,1612362008429,zalm,salmon,salmon,salmon,,0.0,0.0,1.0,6,1,donkey,donkey,17,0.7434526085853580,0.7995645,15,1,1,1,1,83.6
413,2693,1,1612362008429,1612362010853,kikker,frog,frog,frog,,0.0,0.0,1.0,4,1,salmon,salmon,18,0.8040192127227780,0.8156955,10,1,1,1,1,139.33333333333300
414,2694,1,1612362093758,1612362096276,konijn,rabbit,rabbit,rabbit,,0.0,0.0,1.0,6,1,monkey,monkey,1,0.8610842823982240,0.83651775,3,1,0,0,2,139.33333333333300
415,2694,1,1612362096276,1612362096992,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,rabbit,rabbit,2,0.8295192718505860,0.83049977,1,1,0,0,3,104.5
416,2694,1,1612362096992,1612362098098,hond,dog,dog,dog,,0.0,0.0,1.0,3,1,cat,cat,3,0.8227521181106570,0.9065194,6,1,0,0,4,83.6
417,2694,1,1612362098098,1612362102298,cavia,guinea pig,guinea pig,guinea pig,,0.0,0.0,1.0,10,2,dog,dog,4,0.807215690612793,0.841401,3,1,0,0,5,104.5
418,2694,1,1612362102298,1612362105590,stokstaartje,meerkat,meerkat,meerkat,,0.0,0.0,1.0,7,1,guinea pig,guinea pig,5,0.7821005582809450,0.8339248,12,1,1,1,1,209.0
419,2694,1,1612362105590,1612362107126,kwal,jellyfish,jellyfish,jellyfish,,0.0,0.0,1.0,9,1,meerkat,meerkat,6,0.7929620146751400,0.7959554,15,1,1,1,1,83.6
420,2694,1,1612362107126,1612362109097,zeehond,seal,seal,seal,,0.0,0.0,1.0,4,1,jellyfish,jellyfish,7,0.7925348877906800,0.792743,12,1,1,1,1,418.0
421,2694,1,1612362109097,1612362111662,zeepaardje,sea ​​Horse,sea ​​Horse,sea ​​horse,,0.0,0.0,1.0,11,2,seal,seal,8,0.7957228422164920,0.80496716,16,1,1,1,1,209.0
422,2694,1,1612362111662,1612362116991,goudvis,goldfish,goldfish,goldfish,,0.0,0.0,1.0,8,1,sea ​​Horse,sea ​​horse,9,0.7617947459220890,0.80458486,15,1,1,1,1,104.5
423,2694,1,1612362116991,1612362119631,krab,crab,crab,crab,,0.0,0.0,1.0,4,1,goldfish,goldfish,10,0.8068071603775020,0.7980312,15,0,0,0,2,139.33333333333300
424,2694,1,1612362119631,1612362122746,slak,snail,snail,snail,,0.0,0.0,1.0,5,1,crab,crab,11,0.7922385334968570,0.7941247,15,0,1,0,3,139.33333333333300
425,2694,1,1612362122746,1612362132270,muis,mouse,mouse,mouse,,0.0,0.0,1.0,5,1,snail,snail,12,0.7541593909263610,0.8288981,4,1,1,1,1,104.5
426,2694,1,1612362132270,1612362132966,rat,rat,rat,rat,,0.0,0.0,1.0,3,1,mouse,mouse,13,0.8520025014877320,0.8295597,4,0,0,0,2,104.5
427,2694,1,1612362132966,1612362139224,gerrebil,gerrebil,gerrebil,gerrebil,gerbil,0.0,0.0,1.0,8,1,rat,rat,14,0.7699555158615110,0.75779164,13,1,1,1,1,418.0
428,2694,1,1612362139224,1612362142958,hamster,hamster,hamster,hamster,,0.0,0.0,1.0,7,1,gerrebil,gerrebil,15,0.7772508859634400,0.8289747,4,1,1,1,1,209.0
429,2694,1,1612362142958,1612362155972,gorilla,gorilla,gorilla,gorilla,,0.0,0.0,1.0,7,1,hamster,hamster,16,0.7898585200309750,0.8204428,9,1,1,1,1,83.6
430,2694,1,1612362155972,1612362158839,baviaan,baboon,baboon,baboon,,0.0,0.0,1.0,6,1,gorilla,gorilla,17,0.8526008725166320,0.83943653,9,0,0,0,2,83.6
431,2694,1,1612362158839,1612362163568,neushoorn,Rhino,Rhino,rhino,,0.0,0.0,1.0,5,1,baboon,baboon,18,0.7863948345184330,0.807151,11,1,1,1,1,104.5
432,2695,1,1612362735387,1612362736575,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,dog,dog,1,0.8227521181106570,0.83049977,1,1,0,0,2,104.5
433,2695,1,1612362736575,1612362738348,kameel,camel,camel,camel,,0.0,0.0,1.0,5,1,cat,cat,2,0.8047524094581600,0.8330145,2,1,1,1,1,139.33333333333300
434,2695,1,1612362738348,1612362740820,vis,fish,fish,fish,,0.0,0.0,1.0,4,1,camel,camel,3,0.7866625785827640,0.85351634,15,1,1,1,1,83.6
435,2695,1,1612362740820,1612362742938,paard,horse,horse,horse,,0.0,0.0,1.0,5,1,fish,fish,4,0.8376158475875850,0.8845087,2,1,0,0,2,139.33333333333300
436,2695,1,1612362742938,1612362743844,koe,cow,cow,cow,,0.0,0.0,1.0,3,1,horse,horse,5,0.8700352907180790,0.85481083,2,0,0,0,3,104.5
437,2695,1,1612362743844,1612362745614,olifant,elephant,elephant,elephant,,0.0,0.0,1.0,8,1,cow,cow,6,0.8327323198318480,0.8476779,12,1,0,0,4,104.5
438,2695,1,1612362745614,1612362748195,giraffe,giraffe,giraffe,giraffe,,0.0,0.0,1.0,7,1,elephant,elephant,7,0.8501284122467040,0.84051734,13,1,0,0,5,83.6
439,2695,1,1612362748195,1612362750984,muis,mouse,mouse,mouse,,0.0,0.0,1.0,5,1,giraffe,giraffe,8,0.7918300628662110,0.8288981,4,1,1,1,1,104.5
440,2695,1,1612362750984,1612362752280,rat,rat,rat,rat,,0.0,0.0,1.0,3,1,mouse,mouse,9,0.8520025014877320,0.8295597,4,0,0,0,2,104.5
441,2695,1,1612362752280,1612362753990,hagedis,lizard,lizard,lizard,,0.0,0.0,1.0,6,1,rat,rat,10,0.8357381224632260,0.8139157,10,1,0,0,3,139.33333333333300
442,2695,1,1612362753990,1612362756756,dolfijn,dolphin,dolphin,dolphin,,0.0,0.0,1.0,7,1,lizard,lizard,11,0.8092660903930660,0.8301718,7,1,0,0,4,139.33333333333300
443,2695,1,1612362756756,1612362759383,haai,shark,shark,shark,,0.0,0.0,1.0,5,1,dolphin,dolphin,12,0.8316486477851870,0.8098477,16,1,0,0,5,209.0
444,2695,1,1612362759383,1612362761193,orka,orca,orca,orca,,0.0,0.0,1.0,4,1,shark,shark,13,0.8104330897331240,0.818143,7,1,0,0,6,59.714285714285700
445,2695,1,1612362761193,1612362764027,spin,spider,spider,spider,,0.0,0.0,1.0,6,1,orca,orca,14,0.7453940510749820,0.79536843,17,1,1,1,1,104.5
446,2695,1,1612362764027,1612362769368,kip,chicken,chicken,chicken,,0.0,0.0,1.0,7,1,spider,spider,15,0.7724614143371580,0.8555471,14,1,1,1,1,209.0
447,2695,1,1612362769368,1612362772004,haan,rooster,rooster,rooster,,0.0,0.0,1.0,7,1,chicken,chicken,16,0.903964638710022,0.82669795,14,0,0,0,2,209.0
448,2695,1,1612362772004,1612362780447,zeekoe,manatee,manatee,manatee,,0.0,0.0,1.0,7,1,rooster,rooster,17,0.7477990388870240,0.8239715,7,1,1,1,1,139.33333333333300
449,2695,1,1612362780447,1612362783947,neushoorn,Rhino,Rhino,rhino,,0.0,0.0,1.0,5,1,manatee,manatee,18,0.7792109847068790,0.807151,11,1,1,1,1,104.5
450,2696,1,1612365683191,1612365685426,krokodil,crocodile,crocodile,crocodile,,0.0,0.0,1.0,9,1,monkey,monkey,1,0.8201810717582700,0.8334737,10,1,0,0,2,209.0
451,2696,1,1612365685426,1612365686490,hond,dog,dog,dog,,0.0,0.0,1.0,3,1,crocodile,crocodile,2,0.7996286749839780,0.9065194,6,1,1,1,1,83.6
452,2696,1,1612365686490,1612365687258,kat,cat,cat,cat,,0.0,0.0,1.0,3,1,dog,dog,3,0.8227521181106570,0.83049977,1,1,0,0,2,104.5
453,2696,1,1612365687258,1612365688516,konijn,rabbit,rabbit,rabbit,,0.0,0.0,1.0,6,1,cat,cat,4,0.8295192718505860,0.83651775,3,1,0,0,3,139.33333333333300
454,2696,1,1612365688516,1612365690875,vogel,bird,bird,bird,,0.0,0.0,1.0,4,1,rabbit,rabbit,5,0.8179137706756590,0.83266354,14,1,0,0,4,59.714285714285700
455,2696,1,1612365690875,1612365694596,olifant,elephant,elephant,elephant,,0.0,0.0,1.0,8,1,bird,bird,6,0.8169041275978090,0.8476779,12,1,0,0,5,104.5
456,2696,1,1612365694596,1612365697035,giraffe,giraffe,giraffe,giraffe,,0.0,0.0,1.0,7,1,elephant,elephant,7,0.8501284122467040,0.84051734,13,1,0,0,6,83.6
457,2696,1,1612365697035,1612365700098,antilope,antelope,antelope,antelope,,0.0,0.0,1.0,8,1,giraffe,giraffe,8,0.8415138125419620,0.8464238,17,1,0,0,7,209.0
458,2696,1,1612365700098,1612365701326,leeuw,lion,lion,lion,,0.0,0.0,1.0,4,1,antelope,antelope,9,0.8148944973945620,0.8356642,12,1,0,0,8,209.0
459,2696,1,1612365701326,1612365703152,tijger,Tiger,Tiger,tiger,,0.0,0.0,1.0,5,1,lion,lion,10,0.8430523872375490,0.8226395,8,1,0,0,9,139.33333333333300
460,2696,1,1612365703152,1612365705949,mug,mosquito,mosquito,mosquito,,0.0,0.0,1.0,8,1,Tiger,tiger,11,0.772612988948822,0.78695965,17,1,1,1,1,83.6
461,2696,1,1612365705949,1612365708598,vlinder,butterfly,butterfly,butterfly,,0.0,0.0,1.0,9,1,mosquito,mosquito,12,0.8516188859939580,0.7852456,17,0,0,0,2,209.0
462,2696,1,1612365708598,1612365717262,rups,caterpillar,caterpillar,caterpillar,,0.0,0.0,1.0,11,1,butterfly,butterfly,13,0.8324426412582400,0.77914685,17,0,0,0,3,209.0
