"VF-response_id","participant_fk","stimulus_fk","starttime","endtime","response"
"43383","2701","1","1612377429696","1612377436214","stokstaartje"
"43384","2701","1","1612377436214","1612377438953","spin"
"43385","2701","1","1612377438953","1612377456515","kangaroe"
"43386","2701","1","1612377456515","1612377460419","neushoorn"
"43387","2701","1","1612377460419","1612377465028","gorilla"
"43388","2701","1","1612377465028","1612377472206","giraffe"
"43389","2701","1","1612377472206","1612377481644","krokodil"
"43390","2702","1","1612379478560","1612379482093","walvis"
"43391","2702","1","1612379482093","1612379484037","vis"
"43392","2702","1","1612379484037","1612379485312","hond"
"43393","2702","1","1612379485312","1612379486355","kat"
"43394","2702","1","1612379486355","1612379488272","leeuw"
"43395","2702","1","1612379488272","1612379491849","giraffe"
"43396","2702","1","1612379491849","1612379497631","rat"
"43397","2702","1","1612379497631","1612379499068","muis"
"43398","2702","1","1612379499068","1612379501218","panter"
"43399","2702","1","1612379501218","1612379505061","vogel"
"43400","2702","1","1612379505061","1612379507940","struisvogel"
"43401","2702","1","1612379507940","1612379509599","orka"
"43402","2702","1","1612379509599","1612379511530","haai"
"43403","2702","1","1612379511530","1612379513449","dolfijn"
"43404","2702","1","1612379513449","1612379520091","hamster"
"43405","2702","1","1612379520091","1612379523235","cavia"
"43406","2702","1","1612379523235","1612379530682","olifant"
"43407","2702","1","1612379530682","1612379532515","neushoorn"
"43408","2702","1","1612379532515","1612379536648","aap"
"43409","2702","1","1612379536648","1612379540901","slang"
"43410","2702","1","1612379540901","1612379543211","spin"
"43411","2702","1","1612379543211","1612379549100","kakkerlak"
"43412","2702","1","1612379549100","1612379552383","uil"
"43413","2702","1","1612379552383","1612379560797","aal"
"43414","2702","1","1612379560797","1612379565595","paard"
"43415","2702","1","1612379565595","1612379566340","koe"
"43416","2702","1","1612379566340","1612379568414","varken"
"43417","2702","1","1612379568414","1612379571034","schaap"
"43418","2702","1","1612379571034","1612379581142","leguaan"
"43419","2702","1","1612379581142","1612379586749","mens"
"43420","2702","1","1612379586749","1612379597717","vogeldier"
"43421","2703","1","1612431365688","1612431369703","geit"
"43422","2703","1","1612431369703","1612431370630","kat"
"43423","2703","1","1612431370630","1612431371576","koe"
"43424","2703","1","1612431371576","1612431372962","paard"
"43425","2703","1","1612431372962","1612431374257","kameel"
"43426","2703","1","1612431374257","1612431376349","eend"
"43427","2703","1","1612431376349","1612431381017","kip"
"43428","2703","1","1612431381017","1612431384907","konijn"
"43429","2703","1","1612431384907","1612431386984","haas"
"43430","2703","1","1612431386984","1612431393431","leeuw"
"43431","2703","1","1612431393431","1612431395062","tijger"
"43432","2703","1","1612431395062","1612431396521","zebra"
"43433","2703","1","1612431396521","1612431400087","giragge"
"43434","2703","1","1612431400087","1612431403807","giraffe"
"43435","2703","1","1612431403807","1612431409114","meerkoet"
"43436","2703","1","1612431409114","1612431413283","vogelbekdier"
"43437","2703","1","1612431413283","1612431416071","kangaroe"
"43438","2703","1","1612431416071","1612431419195","walibi"
"43439","2703","1","1612431419195","1612431425706","ooievaar"
"43440","2703","1","1612431425706","1612431428209","arend"
"43441","2703","1","1612431428209","1612431432345","reiger"
"43442","2703","1","1612431432345","1612431438082","pad"
"43443","2703","1","1612431438082","1612431439571","kikker"
"43444","2703","1","1612431439571","1612431443440","kikkervisje"
"43445","2703","1","1612431443440","1612431448095","tonijn"
"43446","2703","1","1612431448095","1612431449862","zalm"
"43447","2703","1","1612431449862","1612431452910","octopus"
"43448","2703","1","1612431452910","1612431454158","krab"
"43449","2703","1","1612431454158","1612431456007","dolfijn"
"43450","2703","1","1612431456007","1612431457832","walvis"
"43451","2703","1","1612431457832","1612431459033","zeehond"
"43452","2703","1","1612431459033","1612431462411","zeekoe"
"43453","2703","1","1612431462411","1612431464648","zeepaard"
"43454","2703","1","1612431464648","1612431466750","zeester"
"43455","2703","1","1612431466750","1612431469699","zeeegel"
"43456","2703","1","1612431469699","1612431473938","baars"
"43457","2703","1","1612431473938","1612431477996","inktvis"
"43458","2704","1","1612433773293","1612433775707","aap"
"43459","2704","1","1612433775707","1612433777664","slang"
"43460","2704","1","1612433777664","1612433779494","garnaal"
"43461","2704","1","1612433779494","1612433780531","vis"
"43462","2704","1","1612433780531","1612433783422","paard"
"43463","2704","1","1612433783422","1612433785623","muis"
"43464","2704","1","1612433785623","1612433786443","kat"
"43465","2704","1","1612433786443","1612433787518","hond"
"43466","2704","1","1612433787518","1612433790791","schildpad"
"43467","2704","1","1612433790791","1612433793317","aal"
"43468","2704","1","1612433793317","1612433795995","uil"
"43469","2704","1","1612433795995","1612433799131","roofvogel"
"43470","2704","1","1612433799131","1612433801285","gier"
"43471","2704","1","1612433801285","1612433803366","beer"
"43472","2704","1","1612433803366","1612433805451","hert"
"43473","2704","1","1612433805451","1612433810392","koe"
"43474","2704","1","1612433810392","1612433814945","octopus"
"43475","2704","1","1612433814945","1612433817174","rat"
"43476","2704","1","1612433817174","1612433830173","gorilla"
"43477","2704","1","1612433830173","1612433833984","chimpasee"
"43478","2704","1","1612433833984","1612433838526","worm"
"43479","2704","1","1612433838526","1612433841495","mier"
"43480","2704","1","1612433841495","1612433844220","miereneter"
"43481","2704","1","1612433844220","1612433849538","geir"
"43482","2704","1","1612433849538","1612433851216","schaap"
"43483","2704","1","1612433851216","1612433852827","geit"
"43484","2704","1","1612433852827","1612433856445","varken"
"43485","2704","1","1612433856445","1612433860026","konijn"
"43486","2704","1","1612433860026","1612433861250","cavia"
"43487","2704","1","1612433861250","1612433869322","pelikaan"
"43488","2704","1","1612433869322","1612433874169","tijger"
"43489","2704","1","1612433874169","1612433875545","leeuw"
"43490","2704","1","1612433875545","1612433879003","jaguar"
"43491","2704","1","1612433879003","1612433885064","vlieg"
"43521","2706","1","1612437861584","1612437865729","olifant"
"43522","2706","1","1612437865729","1612437867077","leeuw"
"43523","2706","1","1612437867077","1612437867802","aap"
"43524","2706","1","1612437867802","1612437870653","zebra"
"43525","2706","1","1612437870653","1612437873202","giraf"
"43526","2706","1","1612437873202","1612437875097","koe"
"43527","2706","1","1612437875097","1612437877315","varken"
"43528","2706","1","1612437877315","1612437883086","kip"
"43529","2706","1","1612437883086","1612437886268","buffel"
"43530","2706","1","1612437886268","1612437889892","ara"
"43531","2706","1","1612437889892","1612437892435","meeuw"
"43532","2706","1","1612437892435","1612437900087","kangoeroe"
"43533","2706","1","1612437900087","1612437901577","koala"
"43534","2706","1","1612437901577","1612437903840","kiwi"
"43535","2706","1","1612437903840","1612437905833","otter"
"43536","2706","1","1612437905833","1612437907374","vos"
"43537","2706","1","1612437907374","1612437909378","bison"
"43538","2706","1","1612437909378","1612437914605","schaap"
"43539","2706","1","1612437914605","1612437915455","geit"
"43540","2706","1","1612437915455","1612437923067","orka"
"43541","2706","1","1612437923067","1612437924369","dolfijn"
"43542","2706","1","1612437924369","1612437925181","haai"
"43543","2706","1","1612437925181","1612437928216","zeeleeuw"
"43544","2706","1","1612437928216","1612437931447","krab"
"43545","2706","1","1612437931447","1612437932796","kreeft"
"43546","2706","1","1612437932796","1612437937464","mossel"
"43547","2706","1","1612437937464","1612437938683","koraal"
"43548","2706","1","1612437938683","1612437945319","vis"
"43549","2706","1","1612437945319","1612437952587","flamingo"
"43550","2706","1","1612437952587","1612437960875","rat"
"43551","2706","1","1612437960875","1612437961623","muis"
"43552","2706","1","1612437961623","1612437963943","mier"
"43553","2706","1","1612437963943","1612437965524","tor"
"43554","2706","1","1612437965524","1612437969759","bij"
"43555","2706","1","1612437969759","1612437974052","hommel"
"43556","2706","1","1612437974052","1612437974877","wesp"
"43492","2707","1","1612437896164","1612437900085","panda"
"43493","2707","1","1612437900085","1612437901851","paard"
"43494","2707","1","1612437901851","1612437903963","hond"
"43495","2707","1","1612437903963","1612437904762","kat"
"43496","2707","1","1612437904762","1612437906189","aap"
"43497","2707","1","1612437906189","1612437907152","slang"
"43498","2707","1","1612437907152","1612437909856","krokodil"
"43499","2707","1","1612437909856","1612437912341","olifant"
"43500","2707","1","1612437912341","1612437913925","zebra"
"43501","2707","1","1612437913925","1612437916109","leeuw"
"43502","2707","1","1612437916109","1612437918179","vogel"
"43503","2707","1","1612437918179","1612437919445","kip"
"43504","2707","1","1612437919445","1612437923599","varken"
"43505","2707","1","1612437923599","1612437924485","koe"
"43506","2707","1","1612437924485","1612437925655","geit"
"43507","2707","1","1612437925655","1612437928454","schaap"
"43508","2707","1","1612437928454","1612437940434","giraffe"
"43509","2707","1","1612437940434","1612437949756","vis"
"43510","2707","1","1612437949756","1612437951607","walvis"
"43511","2707","1","1612437951607","1612437953885","dolfijn"
"43512","2707","1","1612437953885","1612437960244","wolf"
"43513","2707","1","1612437960244","1612437961724","uil"
"43514","2707","1","1612437961724","1612437970543","kameel"
"43515","2707","1","1612437970543","1612437980634","egel"
"43516","2707","1","1612437980634","1612437985305","konijn"
"43517","2707","1","1612437985305","1612437990824","spin"
"43518","2707","1","1612437990824","1612438006439","neushoorn"
"43519","2707","1","1612438006439","1612438009836","nijlpaard"
"43520","2707","1","1612438009836","1612438015968","koala"
"43557","2708","1","1612439583174","1612439587969","hond"
"43558","2708","1","1612439587969","1612439588951","kat"
"43559","2708","1","1612439588951","1612439590114","leeuw"
"43560","2708","1","1612439590114","1612439591932","papagaai"
"43561","2708","1","1612439591932","1612439594039","giraffe"
"43562","2708","1","1612439594039","1612439596055","olifant"
"43563","2708","1","1612439596055","1612439597386","kip"
"43564","2708","1","1612439597386","1612439598362","koe"
"43565","2708","1","1612439598362","1612439599614","paard"
"43566","2708","1","1612439599614","1612439600696","haan"
"43567","2708","1","1612439600696","1612439603544","muis"
"43568","2708","1","1612439603544","1612439605205","rat"
"43569","2708","1","1612439605205","1612439606345","vogel"
"43570","2708","1","1612439606345","1612439610115","tijger"
"43571","2708","1","1612439610115","1612439612972","panda"
"43572","2708","1","1612439612972","1612439615758","kleine panda"
"43573","2708","1","1612439615758","1612439617548","reuzepanda"
"43574","2708","1","1612439617548","1612439627519","kiwi"
"43575","2708","1","1612439627519","1612439629923","koala"
"43576","2708","1","1612439629923","1612439634172","lama"
"43577","2708","1","1612439634172","1612439637760","alpaca"
"43578","2708","1","1612439637760","1612439639764","dolfijn"
"43579","2708","1","1612439639764","1612439642982","schildpad"
"43580","2708","1","1612439642982","1612439646926","zeehond"
"43581","2708","1","1612439646926","1612439653866","pelicaan"
"43582","2708","1","1612439653866","1612439655870","zwaan"
"43583","2708","1","1612439655870","1612439665466","neushoorn"
"43584","2708","1","1612439665466","1612439668272","nijlpaard"
"43585","2708","1","1612439668272","1612439676314","krokodil"
"43586","2708","1","1612439676314","1612439678492","leguaan"
"43587","2708","1","1612439678492","1612439682574","pinguin"
"43588","2708","1","1612439682574","1612439684460","ijsbeer"
"43589","2708","1","1612439684460","1612439688108","aap"
"43590","2708","1","1612439688108","1612439691344","haai"
"43591","2708","1","1612439691344","1612439695661","vis"
"43592","2709","1","1612441335530","1612441338352","konijn"
"43593","2709","1","1612441338352","1612441339505","olifant"
"43594","2709","1","1612441339505","1612441342411","tijger"
"43595","2709","1","1612441342411","1612441344232","kat"
"43596","2709","1","1612441344232","1612441344904","hond"
"43597","2709","1","1612441344904","1612441348103","walrus"
"43598","2709","1","1612441348103","1612441351895","dromedrais"
"43599","2709","1","1612441351895","1612441355724","rups"
"43600","2709","1","1612441355724","1612441356342","eend"
"43601","2709","1","1612441356342","1612441361766","giraffe"
"43602","2709","1","1612441361766","1612441362793","leeuw"
"43603","2709","1","1612441362793","1612441363611","zebra"
"43604","2709","1","1612441363611","1612441365084","nijlpaard"
"43605","2709","1","1612441365084","1612441366569","gans"
"43606","2709","1","1612441366569","1612441373432","varken"
"43607","2709","1","1612441373432","1612441374626","schaap"
"43608","2709","1","1612441374626","1612441375694","geit"
"43609","2709","1","1612441375694","1612441377158","hert"
"43610","2709","1","1612441377158","1612441379142","paard"
"43611","2709","1","1612441379142","1612441380784","koe"
"43612","2709","1","1612441380784","1612441383680","flamingo"
"43613","2709","1","1612441383680","1612441386632","ooievaar"
"43614","2709","1","1612441386632","1612441388965","vogel"
"43615","2709","1","1612441388965","1612441392384","mier"
"43616","2709","1","1612441392384","1612441394032","rat"
"43617","2709","1","1612441394032","1612441398023","muis"
"43618","2709","1","1612441398023","1612441403352","hamster"
"43619","2709","1","1612441403352","1612441404838","cavia"
"43620","2709","1","1612441404838","1612441405654","panda"
"43621","2709","1","1612441405654","1612441406743","aap"
"43622","2709","1","1612441406743","1612441413633","rendier"
"43623","2709","1","1612441413633","1612441419316","kangaroe"
"43624","2709","1","1612441419316","1612441421574","stokstaartje"
"43625","2709","1","1612441421574","1612441427231","everzwijn"
"43626","2709","1","1612441427231","1612441437494","hert"
"43627","2709","1","1612441437494","1612441440940","slang"
"43628","2709","1","1612441440940","1612441443747","bok"
"43629","2709","1","1612441443747","1612441449511","vis"
"43630","2709","1","1612441449511","1612441453192","dolfijn"
"43631","2711","1","1612446959351","1612446988419","koe"
"43632","2711","1","1612446988419","1612446989595","schaap"
"43633","2711","1","1612446989595","1612446992462","herten"
"43634","2711","1","1612446992462","1612446998509","paard"
"43635","2711","1","1612446998509","1612446999164","hond"
"43636","2711","1","1612446999164","1612446999655","kat"
"43637","2711","1","1612446999655","1612447010615","ezel"
"43638","2711","1","1612447010615","1612447031857","vogel"
"43639","2711","1","1612447031857","1612447040685","konijn"
"43640","2711","1","1612447040685","1612447052329","vark"
"43641","2711","1","1612447052329","1612447058473","kip"
"43642","2711","1","1612447058473","1612447059169","haan"
"43643","2711","1","1612447059169","1612447064197","huisdier"
"43644","2711","1","1612447064197","1612447072284","zwaan"
"43645","2711","1","1612447072284","1612447077573","vlinder"
"43646","2712","1","1612449590890","1612449619076","tijger"
"43647","2712","1","1612449619076","1612449628394","kat"
"43648","2712","1","1612449628394","1612449635957","hod"
"43649","2712","1","1612449635957","1612449650142","koala"
"43650","2712","1","1612449650142","1612449662722","panda"
"43651","2712","1","1612449662722","1612449670817","̩eeuw"
"43652","2712","1","1612449670817","1612449677476","leeuw"
"43653","2712","1","1612449677476","1612449691093","hond"
"43654","2713","1","1612452312483","1612452315001","aap"
"43655","2713","1","1612452315001","1612452316208","leeuw"
"43656","2713","1","1612452316208","1612452317781","konijn"
"43657","2713","1","1612452317781","1612452319642","schildpad"
"43658","2713","1","1612452319642","1612452322238","landschildpad"
"43659","2713","1","1612452322238","1612452323855","zeeschildpad"
"43660","2713","1","1612452323855","1612452325966","krokodil"
"43661","2713","1","1612452325966","1612452326577","kat"
"43662","2713","1","1612452326577","1612452327433","tijger"
"43663","2713","1","1612452327433","1612452332140","poema"
"43664","2713","1","1612452332140","1612452333388","lynx"
"43665","2713","1","1612452333388","1612452334136","hond"
"43666","2713","1","1612452334136","1612452335015","wolf"
"43667","2713","1","1612452335015","1612452338779","jakhals"
"43668","2713","1","1612452338779","1612452339997","gier"
"43669","2713","1","1612452339997","1612452340996","mus"
"43670","2713","1","1612452340996","1612452343780","koolmees"
"43671","2713","1","1612452343780","1612452355833","hyena"
"43672","2713","1","1612452355833","1612452361591","zebra"
"43673","2713","1","1612452361591","1612452363276","olifant"
"43674","2713","1","1612452363276","1612452367153","walvis"
"43675","2713","1","1612452367153","1612452368551","dolfijn"
"43676","2713","1","1612452368551","1612452375602","varken"
"43677","2713","1","1612452375602","1612452376982","zwijn"
"43678","2713","1","1612452376982","1612452378575","hert"
"43679","2713","1","1612452378575","1612452380016","ree"
"43680","2713","1","1612452380016","1612452382536","eland"
"43681","2713","1","1612452382536","1612452386438","oktopus"
"43682","2713","1","1612452386438","1612452390487","zeester"
"43683","2713","1","1612452390487","1612452395163","haas"
"43684","2713","1","1612452395163","1612452401404","vlinder"
"43685","2713","1","1612452401404","1612452408906","gazelle"
"43686","2713","1","1612452408906","1612452412816","duizendpoot"
"43687","2713","1","1612452412816","1612452430214","pimpelmees"
"43688","2714","1","1612457438796","1612457460089","vis"
"43689","2714","1","1612457460089","1612457463481","hond"
"43690","2714","1","1612457463481","1612457465148","beer"
"43691","2714","1","1612457465148","1612457466015","kat"
"43692","2714","1","1612457466015","1612457467274","muis"
"43693","2714","1","1612457467274","1612457469044","ezel"
"43694","2714","1","1612457469044","1612457470403","tijger"
"43695","2714","1","1612457470403","1612457472848","leeuw"
"43696","2714","1","1612457472848","1612457474870","aap"
"43697","2714","1","1612457474870","1612457481543","giraffe"
"43698","2714","1","1612457481543","1612457483863","zebra"
"43699","2714","1","1612457483863","1612457485812","vogel"
"43700","2714","1","1612457485812","1612457489232","mier"
"43701","2714","1","1612457489232","1612457492826","luiaard"
"43702","2714","1","1612457492826","1612457497375","luipaard"
"43703","2714","1","1612457497375","1612457498742","panther"
"43704","2714","1","1612457498742","1612457503049","kangaroo"
"43705","2714","1","1612457503049","1612457511946","walvis"
"43706","2714","1","1612457511946","1612457515403","haai"
"43707","2714","1","1612457515403","1612457517642","orka"
"43708","2714","1","1612457517642","1612457520480","potvis"
"43709","2714","1","1612457520480","1612457527669","octopus"
"43710","2714","1","1612457527669","1612457530362","konijn"
"43711","2714","1","1612457530362","1612457531707","mol"
"43712","2714","1","1612457531707","1612457535896","worm"
"43713","2714","1","1612457535896","1612457545404","dromedaris"
"43714","2714","1","1612457545404","1612457551314","panda"
"43715","2715","1","1612458322519","1612458335580","hond"
"43716","2715","1","1612458335580","1612458336528","kat"
"43717","2715","1","1612458336528","1612458337977","koe"
"43718","2715","1","1612458337977","1612458342467","hamster"
"43719","2715","1","1612458342467","1612458346228","nijlpaard"
"43720","2715","1","1612458346228","1612458347743","olifant"
"43721","2715","1","1612458347743","1612458349521","flamingo"
"43722","2715","1","1612458349521","1612458353126","goudvis"
"43723","2715","1","1612458353126","1612458355994","rat"
"43724","2715","1","1612458355994","1612458357187","muis"
"43725","2715","1","1612458357187","1612458358686","egel"
"43726","2715","1","1612458358686","1612458361147","ijsbeer"
"43727","2715","1","1612458361147","1612458368295","papegaai"
"43728","2715","1","1612458368295","1612458373596","tijger"
"43729","2715","1","1612458373596","1612458374738","leeuw"
"43730","2715","1","1612458374738","1612458378762","slang"
"43731","2715","1","1612458378762","1612458390673","apen"
"43732","2715","1","1612458390673","1612458396238","kameel"
"43733","2715","1","1612458396238","1612458404094","bosbeer"
"43734","2715","1","1612458404094","1612458411716","mus"
"43735","2715","1","1612458411716","1612458423931","meerkat"
"43736","2716","1","1612459094255","1612459097830","leeuw"
"43737","2716","1","1612459097830","1612459099309","paard"
"43738","2716","1","1612459099309","1612459100653","hond"
"43739","2716","1","1612459100653","1612459101828","kat "
"43740","2716","1","1612459101828","1612459103196","hamster"
"43741","2716","1","1612459103196","1612459106205","vogel"
"43742","2716","1","1612459106205","1612459111988","eend"
"43743","2716","1","1612459111988","1612459113616","kip"
"43744","2716","1","1612459113616","1612459115225","konijn"
"43745","2716","1","1612459115225","1612459128496","cavia"
"43746","2716","1","1612459128496","1612459137092","tijger"
"43747","2716","1","1612459137092","1612459141565","zeepaard"
"43748","2716","1","1612459141565","1612459142660","vis"
"43749","2716","1","1612459142660","1612459158523","varken"
"43750","2716","1","1612459158523","1612459161175","geit"
"43751","2716","1","1612459161175","1612459163390","gans"
"43752","2716","1","1612459163390","1612459189774","zeekoe"
"43753","2716","1","1612459189774","1612459193739","dolfijn"
"43754","2716","1","1612459193739","1612459196486","walvis"
"43755","2716","1","1612459196486","1612459198079","walrus"
"43756","2716","1","1612459198079","1612459199838","zeehond"
"43757","2716","1","1612459199838","1612459205266","ijsbeer"
"43758","2716","1","1612459205266","1612459206854","wasbeer"
"43759","2716","1","1612459206854","1612459211666","rodepanda"
"43760","2717","1","1612459461504","1612459465413","tiger"
"43761","2717","1","1612459465413","1612459466685","lion"
"43762","2717","1","1612459466685","1612459467958","monkey"
"43763","2717","1","1612459467958","1612459469401","deer"
"43764","2717","1","1612459469401","1612459473784","elephant"
"43765","2717","1","1612459473784","1612459476582","vulture"
"43766","2717","1","1612459476582","1612459479058","tutrle"
"43767","2717","1","1612459479058","1612459480162","dog"
"43768","2717","1","1612459480162","1612459480883","cat"
"43769","2717","1","1612459480883","1612459482246","mice"
"43770","2717","1","1612459482246","1612459486415","armadillo"
"43771","2717","1","1612459486415","1612459489228","ant"
"43772","2717","1","1612459489228","1612459493865","mite"
"43773","2717","1","1612459493865","1612459496956","beetle"
"43774","2717","1","1612459496956","1612459499308","butterfly"
"43775","2717","1","1612459499308","1612459501185","spider"
"43776","2717","1","1612459501185","1612459506510","giraffe"
"43777","2717","1","1612459506510","1612459509125","kola"
"43778","2717","1","1612459509125","1612459511425","alligator"
"43779","2717","1","1612459511425","1612459516463","piranha"
"43780","2717","1","1612459516463","1612459521135","opposum"
"43781","2717","1","1612459521135","1612459526430","cricket"
"43782","2717","1","1612459526430","1612459537706","gorilla"
"43783","2717","1","1612459537706","1612459542279","chamelon"
"43784","2717","1","1612459542279","1612459544453","gecko"
"43785","2717","1","1612459544453","1612459546840","snkae"
"43786","2717","1","1612459546840","1612459551773","boa constrictor"
"43787","2717","1","1612459551773","1612459564903","zebra"
"43788","2717","1","1612459564903","1612459569342","frog"
"43789","2717","1","1612459569342","1612459572571","lemur"
"43790","2717","1","1612459572571","1612459578355","chipmunk"
"43791","2717","1","1612459578355","1612459580650","squirrel"
"43792","2718","1","1612464583057","1612464639899","olifant "
"43793","2718","1","1612464639899","1612464641803","zebra"
"43794","2718","1","1612464641803","1612464642918","hobd"
"43795","2718","1","1612464642918","1612464644519","kat"
"43796","2718","1","1612464644519","1612464645669","hond"
"43797","2718","1","1612464645669","1612464647800","ooievaar"
"43798","2718","1","1612464647800","1612464649267","vogel"
"43799","2718","1","1612464649267","1612464651171","tijger"
"43800","2718","1","1612464651171","1612464654290","panther"
"43801","2718","1","1612464654290","1612464655843","leeuw"
"43802","2718","1","1612464655843","1612464664544","poes"
"43803","2718","1","1612464664544","1612464668430","boxer"
"43804","2718","1","1612464668430","1612464670149","teckel"
"43805","2718","1","1612464670149","1612464673813","merel"
"43806","2718","1","1612464673813","1612464677410","koolmees"
"43807","2718","1","1612464677410","1612464681594","vis"
"43808","2718","1","1612464681594","1612464682946","haai"
"43809","2718","1","1612464682946","1612464686646","zeedier"
"43810","2718","1","1612464686646","1612464694454","kangoeroe"
"43811","2718","1","1612464694454","1612464695538","spin"
"43812","2718","1","1612464695538","1612464700553","lieveheersbeestke"
"43813","2719","1","1612474078310","1612474082014","kat"
"43814","2719","1","1612474082014","1612474083533","hond"
"43815","2719","1","1612474083533","1612474085869","zebra"
"43816","2719","1","1612474085869","1612474087434","giraf"
"43817","2719","1","1612474087434","1612474088941","muis"
"43818","2719","1","1612474088941","1612474089637","rat"
"43819","2719","1","1612474089637","1612474093589","konijn"
"43820","2719","1","1612474093589","1612474095437","cavia"
"43821","2719","1","1612474095437","1612474098773","tijger"
"43822","2719","1","1612474098773","1612474100596","leeuw"
"43823","2719","1","1612474100596","1612474101757","mug"
"43824","2719","1","1612474101757","1612474109247","pissebed"
"43825","2719","1","1612474109247","1612474116120","luipaard"
"43826","2719","1","1612474116120","1612474116999","aap"
"43827","2719","1","1612474116999","1612474127549","slang"
"43828","2719","1","1612474127549","1612474129174","spin"
"43829","2719","1","1612474129174","1612474135015","buideldier"
"43830","2719","1","1612474135015","1612474147379","stokstaartje"
"43831","2719","1","1612474147379","1612474159220","lieveheersbeestje "
"43832","2719","1","1612474159220","1612474184562","kip"
"43833","2719","1","1612474184562","1612474188906","mus"
"43834","2719","1","1612474188906","1612474191914","haan"
"43835","2719","1","1612474191914","1612474196898","egel"
"43836","2720","1","1612481387758","1612481392252","hond"
"43837","2720","1","1612481392252","1612481393849","kat"
"43838","2720","1","1612481393849","1612481398146","zebra"
"43839","2720","1","1612481398146","1612481399645","leeuw"
"43840","2720","1","1612481399645","1612481401127","vis"
"43841","2720","1","1612481401127","1612481409055","dinosaurus"
"43842","2720","1","1612481409055","1612481413110","hamster"
"43843","2720","1","1612481413110","1612481417040","konijn"
"43844","2720","1","1612481417040","1612481420223","slang"
"43845","2720","1","1612481420223","1612481427384","krokodil"
"43846","2720","1","1612481427384","1612481431048","stokstaartje"
"43847","2720","1","1612481431048","1612481431932","koala"
"43848","2720","1","1612481431932","1612481433609","panda"
"43849","2720","1","1612481433609","1612481437100","draak"
"43850","2720","1","1612481437100","1612481447850","vos"
"43851","2720","1","1612481447850","1612481454112","haai"
"43852","2720","1","1612481454112","1612481457528","slak"
"43853","2720","1","1612481457528","1612481460797","vogel"
"43854","2720","1","1612481460797","1612481465652","mier"
"43855","2720","1","1612481465652","1612481469387","sprinkhaan"
"43856","2720","1","1612481469387","1612481472619","krekel"
"43857","2720","1","1612481472619","1612481482317","wandelende tak"
"43858","2720","1","1612481482317","1612481488236","lieverheersbeestje"
"43859","2720","1","1612481488236","1612481491114","vlinder"
"43860","2720","1","1612481491114","1612481493750","worm"
"43861","2721","1","1612519048956","1612519080653","Orka"
"43862","2721","1","1612519080653","1612519096033","Dolfijn"
"43863","2721","1","1612519096033","1612519106269","leeuw"
"43864","2721","1","1612519106269","1612519111986","tijger"
"43865","2721","1","1612519111986","1612519121504","Hond "
"43866","2721","1","1612519121504","1612519124721","kat"
"43867","2721","1","1612519124721","1612519150704","Papegaai "
"43868","2721","1","1612519150704","1612519159153","zebra"
"43869","2721","1","1612519159153","1612519162789","olifant"
"43870","2722","1","1612520622028","1612520624631","koe"
"43871","2722","1","1612520624631","1612520626498","paard"
"43872","2722","1","1612520626498","1612520628194","konijn"
"43873","2722","1","1612520628194","1612520632681","eekhoorn"
"43874","2722","1","1612520632681","1612520634224","leeuw"
"43875","2722","1","1612520634224","1612520635575","tijger"
"43876","2722","1","1612520635575","1612520637212","vogel"
"43877","2722","1","1612520637212","1612520640353","aap"
"43878","2722","1","1612520640353","1612520642469","vis"
"43879","2722","1","1612520642469","1612520645608","kangaroo"
"43880","2722","1","1612520645608","1612520646967","hond"
"43881","2722","1","1612520646967","1612520648138","kat"
"43882","2722","1","1612520648138","1612520651602","zeepaard"
"43883","2722","1","1612520651602","1612520663540","leguaan "
"43884","2722","1","1612520663540","1612520669650","hagedis"
"43885","2722","1","1612520669650","1612520670870","worm"
"43886","2722","1","1612520670870","1612520672524","mier"
"43887","2722","1","1612520672524","1612520673895","hamster"
"43888","2722","1","1612520673895","1612520675915","cavia"
"43889","2722","1","1612520675915","1612520679459","rat"
"43890","2722","1","1612520679459","1612520682281","muis"
"43891","2722","1","1612520682281","1612520688751","vlieg"
"43892","2722","1","1612520688751","1612520695031","lieveheersbeestje "
"43893","2722","1","1612520695031","1612520704254","papegaai"
"43894","2722","1","1612520704254","1612520709262","zee-egel "
"43895","2722","1","1612520709262","1612520711155","meeuw"
"43896","2722","1","1612520711155","1612520723209","sprinkhaan"
"43897","2722","1","1612520723209","1612520728602","zwaan"
"43898","2722","1","1612520728602","1612520729878","eend"
"43899","2722","1","1612520729878","1612520731511","gans"
"43900","2722","1","1612520731511","1612520735766","neushoorn"
"43901","2722","1","1612520735766","1612520737143","nijn"
"43902","2723","1","1612521444045","1612521451017","konijn"
"43903","2723","1","1612521451017","1612521453979","kat"
"43904","2723","1","1612521453979","1612521455231","hond"
"43905","2723","1","1612521455231","1612521456846","muis"
"43906","2723","1","1612521456846","1612521458566","aap"
"43907","2723","1","1612521458566","1612521462600","giraffe"
"43908","2723","1","1612521462600","1612521465854","koe"
"43909","2723","1","1612521465854","1612521467960","schaap"
"43910","2723","1","1612521467960","1612521475598","hamster"
"43911","2723","1","1612521475598","1612521478224","gerbil"
"43912","2723","1","1612521478224","1612521483814","rat"
"43913","2723","1","1612521483814","1612521491658","vogel"
"43914","2723","1","1612521491658","1612521496886","tijger"
"43915","2723","1","1612521496886","1612521499271","panda"
"43916","2723","1","1612521499271","1612521505215","varken"
